row_type,metric,count,relative_path,phase5r_decision,blocker_resolution,reason,notes
cleared_control_or_allowed,cleared_control_or_allowed,,skills/early-public-equity-research/references/workflow.md,KEEP_PROJECT_CONTROL,cleared_by_reframe,Top-level documentation or project skill remains a project control.,Project control only; no broker or order behavior authorized. Phase 0B blocker cleared by Phase 0C reframe/control decision.
cleared_control_or_allowed,cleared_control_or_allowed,,00_project_control/phase0a_real_position_file_map.csv,KEEP_PROJECT_CONTROL,cleared_by_reframe,"Audit/control artifact remains project evidence, not a stock-selection input.",Keep as governance evidence; do not use old holding data for selection. Phase 0B blocker cleared by Phase 0C reframe/control decision.
minimum_file,minimum_file_needed_before_phase5r_start,,00_rules/brokerage_boundary.md,KEEP_POLICY_CONTROL,allowlisted_dependency,Governance control for manual-execution-only Phase 5R; keywords in the policy do not authorize broker connectivity or order execution.,Manual execution only; no broker/order/old holding data.
minimum_file,minimum_file_needed_before_phase5r_start,,00_rules/data_source_policy.md,KEEP_POLICY_CONTROL,allowlisted_dependency,Governance control for manual-execution-only Phase 5R; keywords in the policy do not authorize broker connectivity or order execution.,Manual execution only; no broker/order/old holding data.
minimum_file,minimum_file_needed_before_phase5r_start,,00_rules/manual_approval_policy.md,KEEP_POLICY_CONTROL,allowlisted_dependency,Governance control for manual-execution-only Phase 5R; keywords in the policy do not authorize broker connectivity or order execution.,Manual execution only; no broker/order/old holding data.
minimum_file,minimum_file_needed_before_phase5r_start,,00_rules/risk_policy.md,KEEP_POLICY_CONTROL,allowlisted_dependency,Governance control for manual-execution-only Phase 5R; keywords in the policy do not authorize broker connectivity or order execution.,Manual execution only; no broker/order/old holding data.
minimum_file,minimum_file_needed_before_phase5r_start,,00_rules/source_policy.md,KEEP_POLICY_CONTROL,allowlisted_dependency,Governance control for manual-execution-only Phase 5R; keywords in the policy do not authorize broker connectivity or order execution.,Manual execution only; no broker/order/old holding data.
minimum_file,minimum_file_needed_before_phase5r_start,,00_rules/trading_checklist.md,KEEP_POLICY_CONTROL,allowlisted_dependency,Governance control for manual-execution-only Phase 5R; keywords in the policy do not authorize broker connectivity or order execution.,Manual execution only; no broker/order/old holding data.
minimum_file,minimum_file_needed_before_phase5r_start,,.gitignore,KEEP_PROJECT_CONTROL,allowlisted_dependency,Project-level control/documentation for Phase 5R planning and guardrails.,Manual execution only; no broker/order/old holding data.
minimum_file,minimum_file_needed_before_phase5r_start,,AGENTS.md,KEEP_PROJECT_CONTROL,allowlisted_dependency,Project-level control/documentation for Phase 5R planning and guardrails.,Manual execution only; no broker/order/old holding data.
minimum_file,minimum_file_needed_before_phase5r_start,,README.md,KEEP_PROJECT_CONTROL,allowlisted_dependency,Project-level control/documentation for Phase 5R planning and guardrails.,Manual execution only; no broker/order/old holding data.
minimum_file,minimum_file_needed_before_phase5r_start,,skills/early-public-equity-research/SKILL.md,KEEP_PROJECT_CONTROL,allowlisted_dependency,"Project skill/reference control; usable for research discipline, not as a trading/execution workflow.",Manual execution only; no broker/order/old holding data.
minimum_file,minimum_file_needed_before_phase5r_start,,skills/early-public-equity-research/references/memo_rubric.md,KEEP_PROJECT_CONTROL,allowlisted_dependency,"Project skill/reference control; usable for research discipline, not as a trading/execution workflow.",Manual execution only; no broker/order/old holding data.
minimum_file,minimum_file_needed_before_phase5r_start,,skills/early-public-equity-research/references/phase_status.md,KEEP_PROJECT_CONTROL,allowlisted_dependency,"Project skill/reference control; usable for research discipline, not as a trading/execution workflow.",Manual execution only; no broker/order/old holding data.
minimum_file,minimum_file_needed_before_phase5r_start,,skills/early-public-equity-research/references/red_team_checklist.md,KEEP_PROJECT_CONTROL,allowlisted_dependency,"Project skill/reference control; usable for research discipline, not as a trading/execution workflow.",Manual execution only; no broker/order/old holding data.
minimum_file,minimum_file_needed_before_phase5r_start,,skills/early-public-equity-research/references/source_policy.md,KEEP_PROJECT_CONTROL,allowlisted_dependency,"Project skill/reference control; usable for research discipline, not as a trading/execution workflow.",Manual execution only; no broker/order/old holding data.
minimum_file,minimum_file_needed_before_phase5r_start,,skills/early-public-equity-research/references/workflow.md,KEEP_PROJECT_CONTROL,allowlisted_dependency,"Project skill/reference control; usable for research discipline, not as a trading/execution workflow.",Manual execution only; no broker/order/old holding data.
minimum_file,minimum_file_needed_before_phase5r_start,,01_universe/real_candidate_sources.md,ALLOW_FOR_PHASE5R,allowlisted_dependency,Candidate universe/source file can seed screening without using old holding data.,Manual execution only; no broker/order/old holding data.
minimum_file,minimum_file_needed_before_phase5r_start,,01_universe/real_candidate_universe.csv,ALLOW_FOR_PHASE5R,allowlisted_dependency,Candidate universe/source file can seed screening without using old holding data.,Manual execution only; no broker/order/old holding data.
minimum_file,minimum_file_needed_before_phase5r_start,,01_universe/universe.csv,ALLOW_FOR_PHASE5R,allowlisted_dependency,Candidate universe/source file can seed screening without using old holding data.,Manual execution only; no broker/order/old holding data.
minimum_file,minimum_file_needed_before_phase5r_start,,05_scripts/enrich_candidate_financials.py,ALLOW_FOR_PHASE5R,allowlisted_dependency,Financial enrichment supports candidate evaluation and does not imply execution.,Manual execution only; no broker/order/old holding data.
minimum_file,minimum_file_needed_before_phase5r_start,,05_scripts/make_gpt_packet.py,ALLOW_FOR_PHASE5R,allowlisted_dependency,GPT packet generation supports research context and does not imply execution.,Manual execution only; no broker/order/old holding data.
minimum_file,minimum_file_needed_before_phase5r_start,,05_scripts/screen_universe.py,ALLOW_FOR_PHASE5R,allowlisted_dependency,Candidate universe screening is safe for Phase 5R stock selection and does not imply execution.,Manual execution only; no broker/order/old holding data.
minimum_file,minimum_file_needed_before_phase5r_start,,05_scripts/update_sec_filings.py,ALLOW_FOR_PHASE5R,allowlisted_dependency,"SEC filing ingestion is source-data collection, not broker/order activity.",Manual execution only; no broker/order/old holding data.
minimum_file,minimum_file_needed_before_phase5r_start,,05_scripts/validate_manual_market_data.py,ALLOW_FOR_PHASE5R,allowlisted_dependency,Manual market data validation supports safe data hygiene for manual review.,Manual execution only; no broker/order/old holding data.
