relative_path,current_classification,sensitivity,touch_categories,phase_tokens,proposed_new_path,proposed_action,blocks_phase5r,review_reason,approval_question,review_owner_suggestion
04_data/phase2e1_rescored_candidates.csv,ARCHIVE,LOW,,phase2e1,11_archive/historical_phase_outputs/phase2e1/04_data/phase2e1_rescored_candidates.csv,ARCHIVE_AFTER_APPROVAL,no,Approval required before archival/move,"Approve proposed canonical destination/action, or override before any Phase 5R work.",human_owner
04_data/phase2e_financial_enrichment.csv,ARCHIVE,LOW,,phase2e,11_archive/historical_phase_outputs/phase2e/04_data/phase2e_financial_enrichment.csv,ARCHIVE_AFTER_APPROVAL,no,Approval required before archival/move,"Approve proposed canonical destination/action, or override before any Phase 5R work.",human_owner
04_data/phase2e_first_triage_scores.csv,ARCHIVE,LOW,,phase2e,11_archive/historical_phase_outputs/phase2e/04_data/phase2e_first_triage_scores.csv,ARCHIVE_AFTER_APPROVAL,no,Approval required before archival/move,"Approve proposed canonical destination/action, or override before any Phase 5R work.",human_owner
04_data/phase2f_memo_scores.csv,ARCHIVE,LOW,,phase2e;phase2f,11_archive/historical_phase_outputs/phase2e/04_data/phase2f_memo_scores.csv,ARCHIVE_AFTER_APPROVAL,no,Approval required before archival/move,"Approve proposed canonical destination/action, or override before any Phase 5R work.",human_owner
04_data/phase2g_review_labels.csv,ARCHIVE,LOW,,phase2f;phase2g,11_archive/historical_phase_outputs/phase2f/04_data/phase2g_review_labels.csv,ARCHIVE_AFTER_APPROVAL,no,Approval required before archival/move,"Approve proposed canonical destination/action, or override before any Phase 5R work.",human_owner
04_data/phase2i_evidence_gap_matrix.csv,ARCHIVE,LOW,,phase2i;phase2j,11_archive/historical_phase_outputs/phase2i/04_data/phase2i_evidence_gap_matrix.csv,ARCHIVE_AFTER_APPROVAL,no,Approval required before archival/move,"Approve proposed canonical destination/action, or override before any Phase 5R work.",human_owner
04_data/phase2i_synthesis_labels.csv,ARCHIVE,LOW,,phase2g;phase2h;phase2i;phase2j,11_archive/historical_phase_outputs/phase2g/04_data/phase2i_synthesis_labels.csv,ARCHIVE_AFTER_APPROVAL,no,Approval required before archival/move,"Approve proposed canonical destination/action, or override before any Phase 5R work.",human_owner
04_data/phase2j_scenario_peer_labels.csv,ARCHIVE,LOW,,phase2i;phase2j,11_archive/historical_phase_outputs/phase2i/04_data/phase2j_scenario_peer_labels.csv,ARCHIVE_AFTER_APPROVAL,no,Approval required before archival/move,"Approve proposed canonical destination/action, or override before any Phase 5R work.",human_owner
04_data/phase2k_peer_data.csv,ARCHIVE,LOW,,phase2k,11_archive/historical_phase_outputs/phase2k/04_data/phase2k_peer_data.csv,ARCHIVE_AFTER_APPROVAL,no,Approval required before archival/move,"Approve proposed canonical destination/action, or override before any Phase 5R work.",human_owner
04_data/phase2k_peer_data_quality.csv,ARCHIVE,LOW,,phase2k;phase2l,11_archive/historical_phase_outputs/phase2k/04_data/phase2k_peer_data_quality.csv,ARCHIVE_AFTER_APPROVAL,no,Approval required before archival/move,"Approve proposed canonical destination/action, or override before any Phase 5R work.",human_owner
04_data/phase2l_valuation_earnings_labels.csv,ARCHIVE,LOW,,phase2l;phase2m,11_archive/historical_phase_outputs/phase2l/04_data/phase2l_valuation_earnings_labels.csv,ARCHIVE_AFTER_APPROVAL,no,Approval required before archival/move,"Approve proposed canonical destination/action, or override before any Phase 5R work.",human_owner
04_data/phase2m_research_decision_labels.csv,ARCHIVE,LOW,,phase2l;phase2m;phase2n,11_archive/historical_phase_outputs/phase2l/04_data/phase2m_research_decision_labels.csv,ARCHIVE_AFTER_APPROVAL,no,Approval required before archival/move,"Approve proposed canonical destination/action, or override before any Phase 5R work.",human_owner
04_data/phase2n_paper_plan_draft_labels.csv,ARCHIVE,MEDIUM,risk_rules,phase2m;phase2n,11_archive/historical_phase_outputs/phase2m/04_data/phase2n_paper_plan_draft_labels.csv,ARCHIVE_AFTER_APPROVAL,no,Touches risk_rules; Approval required before archival/move,"Approve proposed canonical destination/action, or override before any Phase 5R work.",human_owner
04_data/phase2n_paper_plan_risk_template.csv,ARCHIVE,MEDIUM,risk_rules,phase2n,11_archive/historical_phase_outputs/phase2n/04_data/phase2n_paper_plan_risk_template.csv,ARCHIVE_AFTER_APPROVAL,no,Touches risk_rules; Approval required before archival/move,"Approve proposed canonical destination/action, or override before any Phase 5R work.",human_owner
04_data/phase2o_manual_chart_review_filled.csv,ARCHIVE,LOW,,phase2h;phase2o,05_risk_and_positions/paper_position_reviews/phase2o_manual_chart_review_filled.csv,ARCHIVE_AFTER_APPROVAL,no,Approval required before archival/move,"Approve proposed canonical destination/action, or override before any Phase 5R work.",human_owner
04_data/phase2o_manual_chart_review_validated.csv,ARCHIVE,LOW,,phase2o,05_risk_and_positions/paper_position_reviews/phase2o_manual_chart_review_validated.csv,ARCHIVE_AFTER_APPROVAL,no,Approval required before archival/move,"Approve proposed canonical destination/action, or override before any Phase 5R work.",human_owner
04_data/phase2o_paper_execution_readiness.csv,NEEDS_HUMAN_REVIEW,HIGH,trade_logs;risk_rules,phase2o;phase2p,05_risk_and_positions/paper_position_reviews/phase2o_paper_execution_readiness.csv,NEEDS_HUMAN_REVIEW,no,Phase 0A classification requires human review; Touches trade_logs;risk_rules,"Approve proposed canonical destination/action, or override before any Phase 5R work.",human_owner
04_data/phase2p_human_signoff_template.csv,ARCHIVE,MEDIUM,risk_rules,phase2p;phase2q,05_risk_and_positions/paper_position_reviews/phase2p_human_signoff_template.csv,ARCHIVE_AFTER_APPROVAL,no,Touches risk_rules; Approval required before archival/move,"Approve proposed canonical destination/action, or override before any Phase 5R work.",human_owner
04_data/phase2p_paper_execution_log.csv,NEEDS_HUMAN_REVIEW,HIGH,trade_logs;risk_rules,phase2o1b;phase2p;phase2q,05_risk_and_positions/paper_position_reviews/phase2p_paper_execution_log.csv,NEEDS_HUMAN_REVIEW,no,Phase 0A classification requires human review; Touches trade_logs;risk_rules,"Approve proposed canonical destination/action, or override before any Phase 5R work.",human_owner
04_data/phase2p_risk_calculator_inputs.csv,ARCHIVE,MEDIUM,risk_rules,phase2p;phase2q,05_risk_and_positions/paper_position_reviews/phase2p_risk_calculator_inputs.csv,ARCHIVE_AFTER_APPROVAL,no,Touches risk_rules; Approval required before archival/move,"Approve proposed canonical destination/action, or override before any Phase 5R work.",human_owner
04_data/phase2q_execution_decision.csv,ARCHIVE,LOW,,phase2q;phase2r,05_risk_and_positions/paper_position_reviews/phase2q_execution_decision.csv,ARCHIVE_AFTER_APPROVAL,no,Approval required before archival/move,"Approve proposed canonical destination/action, or override before any Phase 5R work.",human_owner
04_data/phase2q_manual_execution_inputs_filled.xlsx,ARCHIVE,LOW,,phase2q,05_risk_and_positions/paper_position_reviews/phase2q_manual_execution_inputs_filled.xlsx,ARCHIVE_AFTER_APPROVAL,no,Approval required before archival/move,"Approve proposed canonical destination/action, or override before any Phase 5R work.",human_owner
04_data/phase2q_manual_execution_inputs_filled_normalized.csv,ARCHIVE,LOW,,phase2h;phase2o;phase2q,05_risk_and_positions/paper_position_reviews/phase2q_manual_execution_inputs_filled_normalized.csv,ARCHIVE_AFTER_APPROVAL,no,Approval required before archival/move,"Approve proposed canonical destination/action, or override before any Phase 5R work.",human_owner
04_data/phase2q_manual_execution_inputs_validated.csv,ARCHIVE,LOW,,phase2q,05_risk_and_positions/paper_position_reviews/phase2q_manual_execution_inputs_validated.csv,ARCHIVE_AFTER_APPROVAL,no,Approval required before archival/move,"Approve proposed canonical destination/action, or override before any Phase 5R work.",human_owner
04_data/phase2q_risk_calculator_results.csv,ARCHIVE,MEDIUM,risk_rules,phase2q;phase2r,05_risk_and_positions/paper_position_reviews/phase2q_risk_calculator_results.csv,ARCHIVE_AFTER_APPROVAL,no,Touches risk_rules; Approval required before archival/move,"Approve proposed canonical destination/action, or override before any Phase 5R work.",human_owner
04_data/phase2r_monitoring_checklist.csv,ARCHIVE,LOW,,phase2r,05_risk_and_positions/paper_position_reviews/phase2r_monitoring_checklist.csv,ARCHIVE_AFTER_APPROVAL,no,Approval required before archival/move,"Approve proposed canonical destination/action, or override before any Phase 5R work.",human_owner
04_data/phase2r_open_paper_positions.csv,ARCHIVE,LOW,,phase2r,05_risk_and_positions/paper_position_reviews/phase2r_open_paper_positions.csv,ARCHIVE_AFTER_APPROVAL,no,Approval required before archival/move,"Approve proposed canonical destination/action, or override before any Phase 5R work.",human_owner
04_data/phase2r_paper_execution_log.csv,NEEDS_HUMAN_REVIEW,HIGH,trade_logs,phase2q;phase2r,05_risk_and_positions/paper_position_reviews/phase2r_paper_execution_log.csv,NEEDS_HUMAN_REVIEW,no,Phase 0A classification requires human review; Touches trade_logs,"Approve proposed canonical destination/action, or override before any Phase 5R work.",human_owner
04_data/phase3a_real_position_audit.csv,NEEDS_HUMAN_REVIEW,HIGH,real_positions,phase3a,05_risk_and_positions/real_position_reviews/phase3a_real_position_audit.csv,NEEDS_HUMAN_REVIEW,yes,Phase 0A classification requires human review; Touches real_positions,"Approve proposed canonical destination/action, or override before any Phase 5R work.",human_owner
04_data/phase3a_structure_transition_checklist.csv,NEEDS_HUMAN_REVIEW,HIGH,real_positions;trade_logs,phase2;phase3;phase3a,05_risk_and_positions/real_position_reviews/phase3a_structure_transition_checklist.csv,NEEDS_HUMAN_REVIEW,no,Phase 0A classification requires human review; Touches real_positions;trade_logs,"Approve proposed canonical destination/action, or override before any Phase 5R work.",human_owner
04_data/phase3b_real_position_input_template.csv,NEEDS_HUMAN_REVIEW,HIGH,real_positions,phase3b,05_risk_and_positions/real_position_reviews/phase3b_real_position_input_template.csv,NEEDS_HUMAN_REVIEW,yes,Phase 0A classification requires human review; Touches real_positions,"Approve proposed canonical destination/action, or override before any Phase 5R work.",human_owner
04_data/phase3b_real_position_inputs_filled.csv,NEEDS_HUMAN_REVIEW,HIGH,real_positions,phase3b,05_risk_and_positions/real_position_reviews/phase3b_real_position_inputs_filled.csv,NEEDS_HUMAN_REVIEW,yes,Phase 0A classification requires human review; Touches real_positions,"Approve proposed canonical destination/action, or override before any Phase 5R work.",human_owner
04_data/phase3b_real_position_inputs_filled_normalized.csv,NEEDS_HUMAN_REVIEW,HIGH,real_positions,phase3b,05_risk_and_positions/real_position_reviews/phase3b_real_position_inputs_filled_normalized.csv,NEEDS_HUMAN_REVIEW,yes,Phase 0A classification requires human review; Touches real_positions,"Approve proposed canonical destination/action, or override before any Phase 5R work.",human_owner
04_data/phase3b_real_position_log.csv,NEEDS_HUMAN_REVIEW,HIGH,real_positions,phase3b,05_risk_and_positions/real_position_reviews/phase3b_real_position_log.csv,NEEDS_HUMAN_REVIEW,yes,Phase 0A classification requires human review; Touches real_positions,"Approve proposed canonical destination/action, or override before any Phase 5R work.",human_owner
04_data/phase3b_real_position_risk_review.csv,NEEDS_HUMAN_REVIEW,HIGH,real_positions;risk_rules,phase3b,05_risk_and_positions/real_position_reviews/phase3b_real_position_risk_review.csv,NEEDS_HUMAN_REVIEW,yes,Phase 0A classification requires human review; Touches real_positions;risk_rules,"Approve proposed canonical destination/action, or override before any Phase 5R work.",human_owner
04_data/phase3b_real_risk_calculation.csv,NEEDS_HUMAN_REVIEW,HIGH,real_positions,phase3b,05_risk_and_positions/real_position_reviews/phase3b_real_risk_calculation.csv,NEEDS_HUMAN_REVIEW,yes,Phase 0A classification requires human review; Touches real_positions,"Approve proposed canonical destination/action, or override before any Phase 5R work.",human_owner
04_data/phase3b_weekly_monitoring_checklist.csv,NEEDS_HUMAN_REVIEW,HIGH,trade_logs;weekly_reviews,phase3b,05_risk_and_positions/real_position_reviews/phase3b_weekly_monitoring_checklist.csv,NEEDS_HUMAN_REVIEW,yes,Phase 0A classification requires human review; Touches trade_logs;weekly_reviews,"Approve proposed canonical destination/action, or override before any Phase 5R work.",human_owner
04_data/phase3c_restructure_action_items.csv,NEEDS_HUMAN_REVIEW,HIGH,real_positions;email_drafts;sec_alerts;weekly_reviews;risk_rules,phase3b;phase3c;phase4a;phase4b;phase5,03_source_data/derived/phase3c_restructure_action_items.csv,NEEDS_HUMAN_REVIEW,yes,Phase 0A classification requires human review; Touches real_positions;email_drafts;sec_alerts;weekly_reviews;risk_rules,"Approve proposed canonical destination/action, or override before any Phase 5R work.",human_owner
04_data/phase4a_weekly_action_labels.csv,NEEDS_HUMAN_REVIEW,MEDIUM,weekly_reviews,phase4a,07_automation/weekly_review_agent/outputs/phase4a_weekly_action_labels.csv,NEEDS_HUMAN_REVIEW,yes,Phase 0A classification requires human review; Touches weekly_reviews,"Approve proposed canonical destination/action, or override before any Phase 5R work.",human_owner
04_data/phase4a_weekly_real_position_alerts.csv,NEEDS_HUMAN_REVIEW,HIGH,real_positions;weekly_reviews,phase4a,05_risk_and_positions/real_position_reviews/phase4a_weekly_real_position_alerts.csv,NEEDS_HUMAN_REVIEW,yes,Phase 0A classification requires human review; Touches real_positions;weekly_reviews,"Approve proposed canonical destination/action, or override before any Phase 5R work.",human_owner
04_data/phase4a_weekly_review_run_log.csv,NEEDS_HUMAN_REVIEW,MEDIUM,weekly_reviews,phase4a,07_automation/weekly_review_agent/outputs/phase4a_weekly_review_run_log.csv,NEEDS_HUMAN_REVIEW,yes,Phase 0A classification requires human review; Touches weekly_reviews,"Approve proposed canonical destination/action, or override before any Phase 5R work.",human_owner
04_data/phase4b_email_draft_metadata.csv,NEEDS_HUMAN_REVIEW,HIGH,email_drafts;risk_rules,phase4b,07_automation/email_preflight/phase4b_email_draft_metadata.csv,NEEDS_HUMAN_REVIEW,yes,Phase 0A classification requires human review; Touches email_drafts;risk_rules,"Approve proposed canonical destination/action, or override before any Phase 5R work.",human_owner
04_data/phase4b_email_draft_run_log.csv,NEEDS_HUMAN_REVIEW,HIGH,real_positions;email_drafts;weekly_reviews,phase4b,07_automation/email_preflight/phase4b_email_draft_run_log.csv,NEEDS_HUMAN_REVIEW,yes,Phase 0A classification requires human review; Touches real_positions;email_drafts;weekly_reviews,"Approve proposed canonical destination/action, or override before any Phase 5R work.",human_owner
04_data/phase5a_email_automation_action_items.csv,NEEDS_HUMAN_REVIEW,HIGH,email_drafts,phase5a;phase5b;phase5d;phase5e;phase5f,07_automation/email_preflight/phase5a_email_automation_action_items.csv,NEEDS_HUMAN_REVIEW,yes,Phase 0A classification requires human review; Touches email_drafts,"Approve proposed canonical destination/action, or override before any Phase 5R work.",human_owner
04_data/phase5b_email_preflight_results.csv,NEEDS_HUMAN_REVIEW,HIGH,email_drafts,phase4b;phase5a;phase5b,07_automation/email_preflight/phase5b_email_preflight_results.csv,NEEDS_HUMAN_REVIEW,yes,Phase 0A classification requires human review; Touches email_drafts,"Approve proposed canonical destination/action, or override before any Phase 5R work.",human_owner
04_data/phase5b_email_preflight_run_log.csv,NEEDS_HUMAN_REVIEW,HIGH,email_drafts,phase5b,07_automation/email_preflight/phase5b_email_preflight_run_log.csv,NEEDS_HUMAN_REVIEW,yes,Phase 0A classification requires human review; Touches email_drafts,"Approve proposed canonical destination/action, or override before any Phase 5R work.",human_owner
04_data/phase5b_recipient_allowlist.csv,NEEDS_HUMAN_REVIEW,HIGH,email_drafts,phase5b,07_automation/email_preflight/phase5b_recipient_allowlist.csv,NEEDS_HUMAN_REVIEW,yes,Phase 0A classification requires human review; Touches email_drafts,"Approve proposed canonical destination/action, or override before any Phase 5R work.",human_owner
05_scripts/__pycache__/audit_phase3a_real_position_structure.cpython-313.pyc,DELETE_CANDIDATE,HIGH,real_positions,phase3a,(none - local cache cleanup candidate),DELETE_LATER_LOCAL_CACHE_ONLY,no,Touches real_positions,"Approve proposed canonical destination/action, or override before any Phase 5R work.",human_owner
05_scripts/__pycache__/check_phase4a_sec_filing_alerts.cpython-313.pyc,DELETE_CANDIDATE,MEDIUM,sec_alerts,phase4a,(none - local cache cleanup candidate),DELETE_LATER_LOCAL_CACHE_ONLY,no,Touches sec_alerts,"Approve proposed canonical destination/action, or override before any Phase 5R work.",human_owner
05_scripts/__pycache__/create_phase2p_paper_execution_log_setup.cpython-313.pyc,DELETE_CANDIDATE,HIGH,trade_logs,phase2p,(none - local cache cleanup candidate),DELETE_LATER_LOCAL_CACHE_ONLY,no,Touches trade_logs,"Approve proposed canonical destination/action, or override before any Phase 5R work.",human_owner
05_scripts/__pycache__/create_phase2r_paper_execution_log.cpython-313.pyc,DELETE_CANDIDATE,HIGH,trade_logs,phase2r,(none - local cache cleanup candidate),DELETE_LATER_LOCAL_CACHE_ONLY,no,Touches trade_logs,"Approve proposed canonical destination/action, or override before any Phase 5R work.",human_owner
05_scripts/__pycache__/create_phase3b_real_position_log.cpython-313.pyc,DELETE_CANDIDATE,HIGH,real_positions,phase3b,(none - local cache cleanup candidate),DELETE_LATER_LOCAL_CACHE_ONLY,no,Touches real_positions,"Approve proposed canonical destination/action, or override before any Phase 5R work.",human_owner
05_scripts/__pycache__/create_phase4a_weekly_action_labels.cpython-313.pyc,DELETE_CANDIDATE,MEDIUM,weekly_reviews,phase4a,(none - local cache cleanup candidate),DELETE_LATER_LOCAL_CACHE_ONLY,no,Touches weekly_reviews,"Approve proposed canonical destination/action, or override before any Phase 5R work.",human_owner
05_scripts/__pycache__/create_phase4b_weekly_email_draft.cpython-313.pyc,DELETE_CANDIDATE,HIGH,email_drafts,phase4b,(none - local cache cleanup candidate),DELETE_LATER_LOCAL_CACHE_ONLY,no,Touches email_drafts,"Approve proposed canonical destination/action, or override before any Phase 5R work.",human_owner
05_scripts/__pycache__/normalize_phase3b_real_position_inputs.cpython-313.pyc,DELETE_CANDIDATE,HIGH,real_positions,phase3b,(none - local cache cleanup candidate),DELETE_LATER_LOCAL_CACHE_ONLY,no,Touches real_positions,"Approve proposed canonical destination/action, or override before any Phase 5R work.",human_owner
05_scripts/__pycache__/risk_calculator.cpython-312.pyc,DELETE_CANDIDATE,MEDIUM,risk_rules,,(none - local cache cleanup candidate),DELETE_LATER_LOCAL_CACHE_ONLY,no,Touches risk_rules,"Approve proposed canonical destination/action, or override before any Phase 5R work.",human_owner
05_scripts/__pycache__/risk_calculator.cpython-313.pyc,DELETE_CANDIDATE,MEDIUM,risk_rules,,(none - local cache cleanup candidate),DELETE_LATER_LOCAL_CACHE_ONLY,no,Touches risk_rules,"Approve proposed canonical destination/action, or override before any Phase 5R work.",human_owner
05_scripts/__pycache__/run_phase2q_paper_risk_calculator.cpython-313.pyc,DELETE_CANDIDATE,MEDIUM,risk_rules,phase2q,(none - local cache cleanup candidate),DELETE_LATER_LOCAL_CACHE_ONLY,no,Touches risk_rules,"Approve proposed canonical destination/action, or override before any Phase 5R work.",human_owner
05_scripts/__pycache__/run_phase4a_weekly_real_position_review.cpython-313.pyc,DELETE_CANDIDATE,HIGH,real_positions;weekly_reviews,phase4a,(none - local cache cleanup candidate),DELETE_LATER_LOCAL_CACHE_ONLY,no,Touches real_positions;weekly_reviews,"Approve proposed canonical destination/action, or override before any Phase 5R work.",human_owner
05_scripts/audit_phase3a_real_position_structure.py,NEEDS_HUMAN_REVIEW,HIGH,real_positions;trade_logs;weekly_reviews;risk_rules,phase2;phase2p;phase2q;phase2r;phase2s;phase3;phase3a,09_scripts/phase_archive/audit_phase3a_real_position_structure.py,NEEDS_HUMAN_REVIEW,yes,Phase 0A classification requires human review; Touches real_positions;trade_logs;weekly_reviews;risk_rules,"Approve proposed canonical destination/action, or override before any Phase 5R work.",human_owner
05_scripts/audit_phase3c_agent_restructure.py,NEEDS_HUMAN_REVIEW,HIGH,real_positions;trade_logs;email_drafts;sec_alerts;weekly_reviews;risk_rules,phase0;phase2;phase2n;phase2p;phase2q;phase2r;phase3;phase3a;phase3b;phase3c;phase4;phase4a;phase4b;phase5,09_scripts/phase_archive/audit_phase3c_agent_restructure.py,NEEDS_HUMAN_REVIEW,yes,Phase 0A classification requires human review; Touches real_positions;trade_logs;email_drafts;sec_alerts;weekly_reviews;risk_rules,"Approve proposed canonical destination/action, or override before any Phase 5R work.",human_owner
05_scripts/calculate_phase3b_real_risk.py,NEEDS_HUMAN_REVIEW,HIGH,real_positions;risk_rules,phase3b,09_scripts/risk/calculate_real_position_risk.py,NEEDS_HUMAN_REVIEW,yes,Phase 0A classification requires human review; Touches real_positions;risk_rules,"Approve proposed canonical destination/action, or override before any Phase 5R work.",human_owner
05_scripts/check_phase4a_sec_filing_alerts.py,NEEDS_HUMAN_REVIEW,HIGH,real_positions;sec_alerts;weekly_reviews,phase4a,09_scripts/automation/check_sec_filing_alerts.py,NEEDS_HUMAN_REVIEW,yes,Phase 0A classification requires human review; Touches real_positions;sec_alerts;weekly_reviews,"Approve proposed canonical destination/action, or override before any Phase 5R work.",human_owner
05_scripts/create_phase2l_valuation_earnings_workpapers.py,MIGRATE,MEDIUM,risk_rules,phase2e1;phase2h;phase2i;phase2j;phase2k;phase2l;phase2m,09_scripts/phase_archive/create_phase2l_valuation_earnings_workpapers.py,COPY_TO_CANONICAL,yes,Touches risk_rules,"Approve proposed canonical destination/action, or override before any Phase 5R work.",human_owner
05_scripts/create_phase2m_research_decision_review.py,MIGRATE,MEDIUM,risk_rules,phase2f;phase2i;phase2j;phase2k;phase2l;phase2m;phase2n,09_scripts/phase_archive/create_phase2m_research_decision_review.py,COPY_TO_CANONICAL,yes,Touches risk_rules,"Approve proposed canonical destination/action, or override before any Phase 5R work.",human_owner
05_scripts/create_phase2n_paper_plan_drafts.py,MIGRATE,MEDIUM,risk_rules,phase2i;phase2j;phase2k;phase2l;phase2m;phase2n;phase2o,09_scripts/phase_archive/create_phase2n_paper_plan_drafts.py,COPY_TO_CANONICAL,yes,Touches risk_rules,"Approve proposed canonical destination/action, or override before any Phase 5R work.",human_owner
05_scripts/create_phase2o_paper_execution_readiness.py,NEEDS_HUMAN_REVIEW,HIGH,trade_logs;risk_rules,phase2e1;phase2l;phase2n;phase2o;phase2p,09_scripts/phase_archive/create_phase2o_paper_execution_readiness.py,NEEDS_HUMAN_REVIEW,yes,Phase 0A classification requires human review; Touches trade_logs;risk_rules,"Approve proposed canonical destination/action, or override before any Phase 5R work.",human_owner
05_scripts/create_phase2p_paper_execution_log_setup.py,NEEDS_HUMAN_REVIEW,HIGH,trade_logs;risk_rules,phase2n;phase2o;phase2o1b;phase2p;phase2q,09_scripts/phase_archive/create_phase2p_paper_execution_log_setup.py,NEEDS_HUMAN_REVIEW,yes,Phase 0A classification requires human review; Touches trade_logs;risk_rules,"Approve proposed canonical destination/action, or override before any Phase 5R work.",human_owner
05_scripts/create_phase2q_execution_decision_gate.py,NEEDS_HUMAN_REVIEW,HIGH,trade_logs;risk_rules,phase2n;phase2o;phase2p;phase2q;phase2r,09_scripts/phase_archive/create_phase2q_execution_decision_gate.py,NEEDS_HUMAN_REVIEW,yes,Phase 0A classification requires human review; Touches trade_logs;risk_rules,"Approve proposed canonical destination/action, or override before any Phase 5R work.",human_owner
05_scripts/create_phase2r_paper_execution_log.py,NEEDS_HUMAN_REVIEW,HIGH,trade_logs;weekly_reviews;risk_rules,phase2e1;phase2n;phase2o;phase2p;phase2q;phase2r;phase2s,09_scripts/phase_archive/create_phase2r_paper_execution_log.py,NEEDS_HUMAN_REVIEW,yes,Phase 0A classification requires human review; Touches trade_logs;weekly_reviews;risk_rules,"Approve proposed canonical destination/action, or override before any Phase 5R work.",human_owner
05_scripts/create_phase3b_real_position_log.py,NEEDS_HUMAN_REVIEW,HIGH,real_positions;trade_logs;weekly_reviews;risk_rules,phase2q;phase2r;phase3a;phase3b;phase3c,09_scripts/risk/create_real_position_log.py,NEEDS_HUMAN_REVIEW,yes,Phase 0A classification requires human review; Touches real_positions;trade_logs;weekly_reviews;risk_rules,"Approve proposed canonical destination/action, or override before any Phase 5R work.",human_owner
05_scripts/create_phase4a_weekly_action_labels.py,NEEDS_HUMAN_REVIEW,HIGH,real_positions;weekly_reviews,phase3b;phase4a,09_scripts/automation/create_weekly_action_labels.py,NEEDS_HUMAN_REVIEW,yes,Phase 0A classification requires human review; Touches real_positions;weekly_reviews,"Approve proposed canonical destination/action, or override before any Phase 5R work.",human_owner
05_scripts/create_phase4b_weekly_email_draft.py,NEEDS_HUMAN_REVIEW,HIGH,real_positions;email_drafts;sec_alerts;weekly_reviews;risk_rules,phase3c;phase4a;phase4b;phase5a,09_scripts/automation/create_weekly_email_draft.py,NEEDS_HUMAN_REVIEW,yes,Phase 0A classification requires human review; Touches real_positions;email_drafts;sec_alerts;weekly_reviews;risk_rules,"Approve proposed canonical destination/action, or override before any Phase 5R work.",human_owner
05_scripts/make_weekly_report.py,NEEDS_HUMAN_REVIEW,HIGH,real_positions;trade_logs;weekly_reviews,,09_scripts/research_generation/make_weekly_report.py,NEEDS_HUMAN_REVIEW,yes,Phase 0A classification requires human review; Touches real_positions;trade_logs;weekly_reviews,"Approve proposed canonical destination/action, or override before any Phase 5R work.",human_owner
05_scripts/normalize_phase3b_real_position_inputs.py,NEEDS_HUMAN_REVIEW,HIGH,real_positions,phase3b,09_scripts/risk/normalize_real_position_inputs.py,NEEDS_HUMAN_REVIEW,yes,Phase 0A classification requires human review; Touches real_positions,"Approve proposed canonical destination/action, or override before any Phase 5R work.",human_owner
05_scripts/phase5a_email_automation_preflight.py,NEEDS_HUMAN_REVIEW,HIGH,email_drafts,phase4b;phase5a,09_scripts/automation/email_automation_preflight.py,NEEDS_HUMAN_REVIEW,yes,Phase 0A classification requires human review; Touches email_drafts,"Approve proposed canonical destination/action, or override before any Phase 5R work.",human_owner
05_scripts/phase5b_email_preflight_validator.py,NEEDS_HUMAN_REVIEW,HIGH,email_drafts,phase4b;phase5a;phase5b;phase5c,09_scripts/automation/email_preflight_validator.py,NEEDS_HUMAN_REVIEW,yes,Phase 0A classification requires human review; Touches email_drafts,"Approve proposed canonical destination/action, or override before any Phase 5R work.",human_owner
05_scripts/rescore_phase2e1_candidates.py,MIGRATE,MEDIUM,risk_rules,phase2e;phase2e1,09_scripts/phase_archive/rescore_phase2e1_candidates.py,COPY_TO_CANONICAL,yes,Touches risk_rules,"Approve proposed canonical destination/action, or override before any Phase 5R work.",human_owner
05_scripts/review_8k_and_dilution_filings.py,KEEP,MEDIUM,risk_rules,phase2c;phase2e1,09_scripts/phase_archive/review_8k_and_dilution_filings.py,COPY_TO_CANONICAL,yes,Touches risk_rules,"Approve proposed canonical destination/action, or override before any Phase 5R work.",human_owner
05_scripts/risk_calculator.py,KEEP,MEDIUM,risk_rules,,09_scripts/risk/risk_calculator.py,COPY_TO_CANONICAL,yes,Touches risk_rules,"Approve proposed canonical destination/action, or override before any Phase 5R work.",human_owner
05_scripts/run_phase2q_paper_risk_calculator.py,MIGRATE,MEDIUM,risk_rules,phase2p;phase2q;phase2r,09_scripts/risk/run_paper_risk_calculator.py,COPY_TO_CANONICAL,yes,Touches risk_rules,"Approve proposed canonical destination/action, or override before any Phase 5R work.",human_owner
05_scripts/run_phase4a_weekly_real_position_review.py,NEEDS_HUMAN_REVIEW,HIGH,real_positions;email_drafts;sec_alerts;weekly_reviews;risk_rules,phase3b;phase4a;phase4b;phase5,09_scripts/automation/run_weekly_real_position_review.py,NEEDS_HUMAN_REVIEW,yes,Phase 0A classification requires human review; Touches real_positions;email_drafts;sec_alerts;weekly_reviews;risk_rules,"Approve proposed canonical destination/action, or override before any Phase 5R work.",human_owner
05_scripts/score_phase2k_peer_data_quality.py,MIGRATE,MEDIUM,risk_rules,phase2k;phase2l,09_scripts/phase_archive/score_phase2k_peer_data_quality.py,COPY_TO_CANONICAL,yes,Touches risk_rules,"Approve proposed canonical destination/action, or override before any Phase 5R work.",human_owner
05_scripts/validate_phase2o_manual_chart_review.py,MIGRATE,MEDIUM,risk_rules,phase2o,09_scripts/risk/validate_manual_chart_review.py,COPY_TO_CANONICAL,yes,Touches risk_rules,"Approve proposed canonical destination/action, or override before any Phase 5R work.",human_owner
