relative_path,classification,classification_reason,file_kind,phase_tokens,touch_categories,recommended_next_step
03_research/triage_notes_phase2e1/ALAB_phase2e1_note.md,ARCHIVE,Historical phase research/workpaper artifact.,document,phase2e;phase2e1,risk_rules,Retain as historical evidence; archive only in a later approved cleanup phase.
03_research/triage_notes_phase2e1/ARRY_phase2e1_note.md,ARCHIVE,Historical phase research/workpaper artifact.,document,phase2e;phase2e1,risk_rules,Retain as historical evidence; archive only in a later approved cleanup phase.
03_research/triage_notes_phase2e1/CRSP_phase2e1_note.md,ARCHIVE,Historical phase research/workpaper artifact.,document,phase2e;phase2e1,risk_rules,Retain as historical evidence; archive only in a later approved cleanup phase.
03_research/triage_notes_phase2e1/CRWV_phase2e1_note.md,ARCHIVE,Historical phase research/workpaper artifact.,document,phase2e;phase2e1,risk_rules,Retain as historical evidence; archive only in a later approved cleanup phase.
03_research/triage_notes_phase2e1/ENVX_phase2e1_note.md,ARCHIVE,Historical phase research/workpaper artifact.,document,phase2e;phase2e1,,Retain as historical evidence; archive only in a later approved cleanup phase.
03_research/triage_notes_phase2e1/FLNC_phase2e1_note.md,ARCHIVE,Historical phase research/workpaper artifact.,document,phase2e;phase2e1,risk_rules,Retain as historical evidence; archive only in a later approved cleanup phase.
03_research/triage_notes_phase2e1/IOT_phase2e1_note.md,ARCHIVE,Historical phase research/workpaper artifact.,document,phase2e;phase2e1,,Retain as historical evidence; archive only in a later approved cleanup phase.
03_research/triage_notes_phase2e1/NVTS_phase2e1_note.md,ARCHIVE,Historical phase research/workpaper artifact.,document,phase2e;phase2e1,risk_rules,Retain as historical evidence; archive only in a later approved cleanup phase.
03_research/triage_notes_phase2e1/RBRK_phase2e1_note.md,ARCHIVE,Historical phase research/workpaper artifact.,document,phase2e;phase2e1,,Retain as historical evidence; archive only in a later approved cleanup phase.
03_research/triage_notes_phase2e1/RXRX_phase2e1_note.md,ARCHIVE,Historical phase research/workpaper artifact.,document,phase2e;phase2e1,risk_rules,Retain as historical evidence; archive only in a later approved cleanup phase.
03_research/triage_notes_phase2e1/TEM_phase2e1_note.md,ARCHIVE,Historical phase research/workpaper artifact.,document,phase2e;phase2e1,risk_rules,Retain as historical evidence; archive only in a later approved cleanup phase.
03_research/valuation_earnings_phase2l/IOT_next_earnings_checklist.md,ARCHIVE,Historical phase research/workpaper artifact.,document,phase2h;phase2k;phase2l,risk_rules,Retain as historical evidence; archive only in a later approved cleanup phase.
03_research/valuation_earnings_phase2l/IOT_valuation_risk_workpaper.md,ARCHIVE,Historical phase research/workpaper artifact.,document,phase2j;phase2k;phase2l,,Retain as historical evidence; archive only in a later approved cleanup phase.
03_research/valuation_earnings_phase2l/RBRK_next_earnings_checklist.md,ARCHIVE,Historical phase research/workpaper artifact.,document,phase2h;phase2k;phase2l,risk_rules,Retain as historical evidence; archive only in a later approved cleanup phase.
03_research/valuation_earnings_phase2l/RBRK_valuation_risk_workpaper.md,ARCHIVE,Historical phase research/workpaper artifact.,document,phase2j;phase2k;phase2l,,Retain as historical evidence; archive only in a later approved cleanup phase.
03_research/weekly_review_agent_phase4a/IOT_weekly_review_note.md,NEEDS_HUMAN_REVIEW,Touches real positions or trade logs; review before migration or cleanup.,document,phase4a,real_positions;risk_rules;sec_alerts;weekly_reviews,"Human must confirm sensitivity/current use before migration, archiving, or deletion."
03_research/weekly_review_agent_phase4a/RBRK_weekly_review_note.md,NEEDS_HUMAN_REVIEW,Touches real positions or trade logs; review before migration or cleanup.,document,phase4a,real_positions;risk_rules;sec_alerts;weekly_reviews,"Human must confirm sensitivity/current use before migration, archiving, or deletion."
04_data/.DS_Store,DELETE_CANDIDATE,Generated local cache/OS metadata; safe deletion should be confirmed separately.,macos_metadata,,,Do not delete now; confirm and remove only after human approval.
04_data/phase2b_candidate_screening_results.csv,ARCHIVE,Historical phase data output/input artifact.,structured_data,phase2b,,Retain as historical evidence; archive only in a later approved cleanup phase.
04_data/phase2e1_8k_dilution_review.csv,ARCHIVE,Historical phase data output/input artifact.,structured_data,phase2e1,,Retain as historical evidence; archive only in a later approved cleanup phase.
04_data/phase2e1_manual_market_data_README.md,ARCHIVE,Historical phase data output/input artifact.,document,phase2c;phase2e;phase2e1,,Retain as historical evidence; archive only in a later approved cleanup phase.
04_data/phase2e1_manual_market_data_filled.csv,ARCHIVE,Historical phase data output/input artifact.,structured_data,phase2e1,,Retain as historical evidence; archive only in a later approved cleanup phase.
04_data/phase2e1_manual_market_data_template.csv,ARCHIVE,Historical phase data output/input artifact.,structured_data,phase2e1,,Retain as historical evidence; archive only in a later approved cleanup phase.
04_data/phase2e1_manual_market_data_validated.csv,ARCHIVE,Historical phase data output/input artifact.,structured_data,phase2e1,,Retain as historical evidence; archive only in a later approved cleanup phase.
04_data/phase2e1_rescored_candidates.csv,ARCHIVE,Historical phase data output/input artifact.,structured_data,phase2e1,,Retain as historical evidence; archive only in a later approved cleanup phase.
04_data/phase2e_financial_enrichment.csv,ARCHIVE,Historical phase data output/input artifact.,structured_data,phase2e,,Retain as historical evidence; archive only in a later approved cleanup phase.
04_data/phase2e_first_triage_scores.csv,ARCHIVE,Historical phase data output/input artifact.,structured_data,phase2e,,Retain as historical evidence; archive only in a later approved cleanup phase.
04_data/phase2f_memo_scores.csv,ARCHIVE,Historical phase data output/input artifact.,structured_data,phase2e;phase2f,,Retain as historical evidence; archive only in a later approved cleanup phase.
04_data/phase2g_review_labels.csv,ARCHIVE,Historical phase data output/input artifact.,structured_data,phase2f;phase2g,,Retain as historical evidence; archive only in a later approved cleanup phase.
04_data/phase2i_evidence_gap_matrix.csv,ARCHIVE,Historical phase data output/input artifact.,structured_data,phase2i;phase2j,,Retain as historical evidence; archive only in a later approved cleanup phase.
04_data/phase2i_synthesis_labels.csv,ARCHIVE,Historical phase data output/input artifact.,structured_data,phase2g;phase2h;phase2i;phase2j,,Retain as historical evidence; archive only in a later approved cleanup phase.
04_data/phase2j_scenario_peer_labels.csv,ARCHIVE,Historical phase data output/input artifact.,structured_data,phase2i;phase2j,,Retain as historical evidence; archive only in a later approved cleanup phase.
04_data/phase2k_peer_data.csv,ARCHIVE,Historical phase data output/input artifact.,structured_data,phase2k,,Retain as historical evidence; archive only in a later approved cleanup phase.
04_data/phase2k_peer_data_quality.csv,ARCHIVE,Historical phase data output/input artifact.,structured_data,phase2k;phase2l,,Retain as historical evidence; archive only in a later approved cleanup phase.
04_data/phase2l_valuation_earnings_labels.csv,ARCHIVE,Historical phase data output/input artifact.,structured_data,phase2l;phase2m,,Retain as historical evidence; archive only in a later approved cleanup phase.
04_data/phase2m_research_decision_labels.csv,ARCHIVE,Historical phase data output/input artifact.,structured_data,phase2l;phase2m;phase2n,,Retain as historical evidence; archive only in a later approved cleanup phase.
04_data/phase2n_paper_plan_draft_labels.csv,ARCHIVE,Historical phase data output/input artifact.,structured_data,phase2m;phase2n,risk_rules,Retain as historical evidence; archive only in a later approved cleanup phase.
04_data/phase2n_paper_plan_risk_template.csv,ARCHIVE,Historical phase data output/input artifact.,structured_data,phase2n,risk_rules,Retain as historical evidence; archive only in a later approved cleanup phase.
04_data/phase2o_manual_chart_review_filled.csv,ARCHIVE,Historical phase data output/input artifact.,structured_data,phase2h;phase2o,,Retain as historical evidence; archive only in a later approved cleanup phase.
04_data/phase2o_manual_chart_review_validated.csv,ARCHIVE,Historical phase data output/input artifact.,structured_data,phase2o,,Retain as historical evidence; archive only in a later approved cleanup phase.
04_data/phase2o_paper_execution_readiness.csv,NEEDS_HUMAN_REVIEW,Touches real positions or trade logs; review before migration or cleanup.,structured_data,phase2o;phase2p,risk_rules;trade_logs,"Human must confirm sensitivity/current use before migration, archiving, or deletion."
04_data/phase2p_human_signoff_template.csv,ARCHIVE,Historical phase data output/input artifact.,structured_data,phase2p;phase2q,risk_rules,Retain as historical evidence; archive only in a later approved cleanup phase.
04_data/phase2p_paper_execution_log.csv,NEEDS_HUMAN_REVIEW,Touches real positions or trade logs; review before migration or cleanup.,structured_data,phase2o1b;phase2p;phase2q,risk_rules;trade_logs,"Human must confirm sensitivity/current use before migration, archiving, or deletion."
04_data/phase2p_risk_calculator_inputs.csv,ARCHIVE,Historical phase data output/input artifact.,structured_data,phase2p;phase2q,risk_rules,Retain as historical evidence; archive only in a later approved cleanup phase.
04_data/phase2q_execution_decision.csv,ARCHIVE,Historical phase data output/input artifact.,structured_data,phase2q;phase2r,,Retain as historical evidence; archive only in a later approved cleanup phase.
04_data/phase2q_manual_execution_inputs_filled.xlsx,ARCHIVE,Historical phase data output/input artifact.,structured_data,phase2q,,Retain as historical evidence; archive only in a later approved cleanup phase.
04_data/phase2q_manual_execution_inputs_filled_normalized.csv,ARCHIVE,Historical phase data output/input artifact.,structured_data,phase2h;phase2o;phase2q,,Retain as historical evidence; archive only in a later approved cleanup phase.
04_data/phase2q_manual_execution_inputs_validated.csv,ARCHIVE,Historical phase data output/input artifact.,structured_data,phase2q,,Retain as historical evidence; archive only in a later approved cleanup phase.
04_data/phase2q_risk_calculator_results.csv,ARCHIVE,Historical phase data output/input artifact.,structured_data,phase2q;phase2r,risk_rules,Retain as historical evidence; archive only in a later approved cleanup phase.
04_data/phase2r_monitoring_checklist.csv,ARCHIVE,Historical phase data output/input artifact.,structured_data,phase2r,,Retain as historical evidence; archive only in a later approved cleanup phase.
04_data/phase2r_open_paper_positions.csv,ARCHIVE,Historical phase data output/input artifact.,structured_data,phase2r,,Retain as historical evidence; archive only in a later approved cleanup phase.
04_data/phase2r_paper_execution_log.csv,NEEDS_HUMAN_REVIEW,Touches real positions or trade logs; review before migration or cleanup.,structured_data,phase2q;phase2r,trade_logs,"Human must confirm sensitivity/current use before migration, archiving, or deletion."
04_data/phase3a_real_position_audit.csv,NEEDS_HUMAN_REVIEW,Touches real positions or trade logs; review before migration or cleanup.,structured_data,phase3a,real_positions,"Human must confirm sensitivity/current use before migration, archiving, or deletion."
04_data/phase3a_structure_transition_checklist.csv,NEEDS_HUMAN_REVIEW,Touches real positions or trade logs; review before migration or cleanup.,structured_data,phase2;phase3;phase3a,real_positions;trade_logs,"Human must confirm sensitivity/current use before migration, archiving, or deletion."
04_data/phase3b_real_position_input_template.csv,NEEDS_HUMAN_REVIEW,Touches real positions or trade logs; review before migration or cleanup.,structured_data,phase3b,real_positions,"Human must confirm sensitivity/current use before migration, archiving, or deletion."
04_data/phase3b_real_position_inputs_filled.csv,NEEDS_HUMAN_REVIEW,Touches real positions or trade logs; review before migration or cleanup.,structured_data,phase3b,real_positions,"Human must confirm sensitivity/current use before migration, archiving, or deletion."
04_data/phase3b_real_position_inputs_filled_normalized.csv,NEEDS_HUMAN_REVIEW,Touches real positions or trade logs; review before migration or cleanup.,structured_data,phase3b,real_positions,"Human must confirm sensitivity/current use before migration, archiving, or deletion."
04_data/phase3b_real_position_log.csv,NEEDS_HUMAN_REVIEW,Touches real positions or trade logs; review before migration or cleanup.,structured_data,phase3b,real_positions,"Human must confirm sensitivity/current use before migration, archiving, or deletion."
04_data/phase3b_real_position_risk_review.csv,NEEDS_HUMAN_REVIEW,Touches real positions or trade logs; review before migration or cleanup.,structured_data,phase3b,real_positions;risk_rules,"Human must confirm sensitivity/current use before migration, archiving, or deletion."
04_data/phase3b_real_risk_calculation.csv,NEEDS_HUMAN_REVIEW,Touches real positions or trade logs; review before migration or cleanup.,structured_data,phase3b,real_positions,"Human must confirm sensitivity/current use before migration, archiving, or deletion."
04_data/phase3b_weekly_monitoring_checklist.csv,NEEDS_HUMAN_REVIEW,Touches real positions or trade logs; review before migration or cleanup.,structured_data,phase3b,weekly_reviews;trade_logs,"Human must confirm sensitivity/current use before migration, archiving, or deletion."
04_data/phase3c_restructure_action_items.csv,NEEDS_HUMAN_REVIEW,Touches real positions or trade logs; review before migration or cleanup.,structured_data,phase3b;phase3c;phase4a;phase4b;phase5,real_positions;risk_rules;email_drafts;sec_alerts;weekly_reviews,"Human must confirm sensitivity/current use before migration, archiving, or deletion."
04_data/phase4a_weekly_action_labels.csv,NEEDS_HUMAN_REVIEW,Operational alert/review workflow; review current use before migration.,structured_data,phase4a,weekly_reviews,"Human must confirm sensitivity/current use before migration, archiving, or deletion."
04_data/phase4a_weekly_real_position_alerts.csv,NEEDS_HUMAN_REVIEW,Touches real positions or trade logs; review before migration or cleanup.,structured_data,phase4a,real_positions;weekly_reviews,"Human must confirm sensitivity/current use before migration, archiving, or deletion."
04_data/phase4a_weekly_review_run_log.csv,NEEDS_HUMAN_REVIEW,Operational alert/review workflow; review current use before migration.,structured_data,phase4a,weekly_reviews,"Human must confirm sensitivity/current use before migration, archiving, or deletion."
04_data/phase4b_email_draft_metadata.csv,NEEDS_HUMAN_REVIEW,"Touches email drafts, recipients, Gmail/OAuth, or send-gate workflow.",structured_data,phase4b,risk_rules;email_drafts,"Human must confirm sensitivity/current use before migration, archiving, or deletion."
04_data/phase4b_email_draft_run_log.csv,NEEDS_HUMAN_REVIEW,Touches real positions or trade logs; review before migration or cleanup.,structured_data,phase4b,real_positions;email_drafts;weekly_reviews,"Human must confirm sensitivity/current use before migration, archiving, or deletion."
04_data/phase5a_email_automation_action_items.csv,NEEDS_HUMAN_REVIEW,"Touches email drafts, recipients, Gmail/OAuth, or send-gate workflow.",structured_data,phase5a;phase5b;phase5d;phase5e;phase5f,email_drafts,"Human must confirm sensitivity/current use before migration, archiving, or deletion."
04_data/phase5b_email_preflight_results.csv,NEEDS_HUMAN_REVIEW,"Touches email drafts, recipients, Gmail/OAuth, or send-gate workflow.",structured_data,phase4b;phase5a;phase5b,email_drafts,"Human must confirm sensitivity/current use before migration, archiving, or deletion."
04_data/phase5b_email_preflight_run_log.csv,NEEDS_HUMAN_REVIEW,"Touches email drafts, recipients, Gmail/OAuth, or send-gate workflow.",structured_data,phase5b,email_drafts,"Human must confirm sensitivity/current use before migration, archiving, or deletion."
04_data/phase5b_recipient_allowlist.csv,NEEDS_HUMAN_REVIEW,"Touches email drafts, recipients, Gmail/OAuth, or send-gate workflow.",structured_data,phase5b,email_drafts,"Human must confirm sensitivity/current use before migration, archiving, or deletion."
04_data/screening_results.csv,MIGRATE,Data artifact should be normalized under canonical data hierarchy.,structured_data,,,Map to canonical destination; move only in a later approved phase.
05_scripts/__pycache__/audit_phase3a_real_position_structure.cpython-313.pyc,DELETE_CANDIDATE,Generated local cache/OS metadata; safe deletion should be confirmed separately.,python_cache,phase3a,real_positions,Do not delete now; confirm and remove only after human approval.
05_scripts/__pycache__/audit_phase3c_agent_restructure.cpython-313.pyc,DELETE_CANDIDATE,Generated local cache/OS metadata; safe deletion should be confirmed separately.,python_cache,phase3c,,Do not delete now; confirm and remove only after human approval.
05_scripts/__pycache__/calculate_phase3b_real_risk.cpython-313.pyc,DELETE_CANDIDATE,Generated local cache/OS metadata; safe deletion should be confirmed separately.,python_cache,phase3b,,Do not delete now; confirm and remove only after human approval.
05_scripts/__pycache__/check_phase4a_sec_filing_alerts.cpython-313.pyc,DELETE_CANDIDATE,Generated local cache/OS metadata; safe deletion should be confirmed separately.,python_cache,phase4a,sec_alerts,Do not delete now; confirm and remove only after human approval.
05_scripts/__pycache__/collect_phase2k_peer_data.cpython-313.pyc,DELETE_CANDIDATE,Generated local cache/OS metadata; safe deletion should be confirmed separately.,python_cache,phase2k,,Do not delete now; confirm and remove only after human approval.
05_scripts/__pycache__/create_phase2h_manual_review_worksheets.cpython-312.pyc,DELETE_CANDIDATE,Generated local cache/OS metadata; safe deletion should be confirmed separately.,python_cache,phase2h,,Do not delete now; confirm and remove only after human approval.
05_scripts/__pycache__/create_phase2j_scenario_peer_workpapers.cpython-313.pyc,DELETE_CANDIDATE,Generated local cache/OS metadata; safe deletion should be confirmed separately.,python_cache,phase2j,,Do not delete now; confirm and remove only after human approval.
05_scripts/__pycache__/create_phase2l_valuation_earnings_workpapers.cpython-313.pyc,DELETE_CANDIDATE,Generated local cache/OS metadata; safe deletion should be confirmed separately.,python_cache,phase2l,,Do not delete now; confirm and remove only after human approval.
05_scripts/__pycache__/create_phase2m_research_decision_review.cpython-313.pyc,DELETE_CANDIDATE,Generated local cache/OS metadata; safe deletion should be confirmed separately.,python_cache,phase2m,,Do not delete now; confirm and remove only after human approval.
05_scripts/__pycache__/create_phase2n_paper_plan_drafts.cpython-313.pyc,DELETE_CANDIDATE,Generated local cache/OS metadata; safe deletion should be confirmed separately.,python_cache,phase2n,,Do not delete now; confirm and remove only after human approval.
05_scripts/__pycache__/create_phase2o_paper_execution_readiness.cpython-313.pyc,DELETE_CANDIDATE,Generated local cache/OS metadata; safe deletion should be confirmed separately.,python_cache,phase2o,,Do not delete now; confirm and remove only after human approval.
05_scripts/__pycache__/create_phase2p_paper_execution_log_setup.cpython-313.pyc,DELETE_CANDIDATE,Generated local cache/OS metadata; safe deletion should be confirmed separately.,python_cache,phase2p,trade_logs,Do not delete now; confirm and remove only after human approval.
05_scripts/__pycache__/create_phase2q_execution_decision_gate.cpython-313.pyc,DELETE_CANDIDATE,Generated local cache/OS metadata; safe deletion should be confirmed separately.,python_cache,phase2q,,Do not delete now; confirm and remove only after human approval.
05_scripts/__pycache__/create_phase2r_paper_execution_log.cpython-313.pyc,DELETE_CANDIDATE,Generated local cache/OS metadata; safe deletion should be confirmed separately.,python_cache,phase2r,trade_logs,Do not delete now; confirm and remove only after human approval.
05_scripts/__pycache__/create_phase3b_real_position_log.cpython-313.pyc,DELETE_CANDIDATE,Generated local cache/OS metadata; safe deletion should be confirmed separately.,python_cache,phase3b,real_positions,Do not delete now; confirm and remove only after human approval.
05_scripts/__pycache__/create_phase4a_weekly_action_labels.cpython-313.pyc,DELETE_CANDIDATE,Generated local cache/OS metadata; safe deletion should be confirmed separately.,python_cache,phase4a,weekly_reviews,Do not delete now; confirm and remove only after human approval.
05_scripts/__pycache__/create_phase4b_weekly_email_draft.cpython-313.pyc,DELETE_CANDIDATE,Generated local cache/OS metadata; safe deletion should be confirmed separately.,python_cache,phase4b,email_drafts,Do not delete now; confirm and remove only after human approval.
05_scripts/__pycache__/enrich_candidate_financials.cpython-312.pyc,DELETE_CANDIDATE,Generated local cache/OS metadata; safe deletion should be confirmed separately.,python_cache,,,Do not delete now; confirm and remove only after human approval.
05_scripts/__pycache__/extract_phase2f_filing_excerpts.cpython-312.pyc,DELETE_CANDIDATE,Generated local cache/OS metadata; safe deletion should be confirmed separately.,python_cache,phase2f,,Do not delete now; confirm and remove only after human approval.
05_scripts/__pycache__/make_gpt_packet.cpython-312.pyc,DELETE_CANDIDATE,Generated local cache/OS metadata; safe deletion should be confirmed separately.,python_cache,,,Do not delete now; confirm and remove only after human approval.
05_scripts/__pycache__/make_gpt_packet.cpython-313.pyc,DELETE_CANDIDATE,Generated local cache/OS metadata; safe deletion should be confirmed separately.,python_cache,,,Do not delete now; confirm and remove only after human approval.
05_scripts/__pycache__/make_weekly_report.cpython-312.pyc,DELETE_CANDIDATE,Generated local cache/OS metadata; safe deletion should be confirmed separately.,python_cache,,,Do not delete now; confirm and remove only after human approval.
05_scripts/__pycache__/make_weekly_report.cpython-313.pyc,DELETE_CANDIDATE,Generated local cache/OS metadata; safe deletion should be confirmed separately.,python_cache,,,Do not delete now; confirm and remove only after human approval.
05_scripts/__pycache__/normalize_phase2q_filled_inputs.cpython-313.pyc,DELETE_CANDIDATE,Generated local cache/OS metadata; safe deletion should be confirmed separately.,python_cache,phase2q,,Do not delete now; confirm and remove only after human approval.
05_scripts/__pycache__/normalize_phase3b_real_position_inputs.cpython-313.pyc,DELETE_CANDIDATE,Generated local cache/OS metadata; safe deletion should be confirmed separately.,python_cache,phase3b,real_positions,Do not delete now; confirm and remove only after human approval.
05_scripts/__pycache__/phase5a_email_automation_preflight.cpython-313.pyc,DELETE_CANDIDATE,Generated local cache/OS metadata; safe deletion should be confirmed separately.,python_cache,phase5a,,Do not delete now; confirm and remove only after human approval.
05_scripts/__pycache__/phase5b_email_preflight_validator.cpython-313.pyc,DELETE_CANDIDATE,Generated local cache/OS metadata; safe deletion should be confirmed separately.,python_cache,phase5b,,Do not delete now; confirm and remove only after human approval.
05_scripts/__pycache__/rescore_phase2e1_candidates.cpython-312.pyc,DELETE_CANDIDATE,Generated local cache/OS metadata; safe deletion should be confirmed separately.,python_cache,phase2e1,,Do not delete now; confirm and remove only after human approval.
05_scripts/__pycache__/review_8k_and_dilution_filings.cpython-312.pyc,DELETE_CANDIDATE,Generated local cache/OS metadata; safe deletion should be confirmed separately.,python_cache,,,Do not delete now; confirm and remove only after human approval.
05_scripts/__pycache__/risk_calculator.cpython-312.pyc,DELETE_CANDIDATE,Generated local cache/OS metadata; safe deletion should be confirmed separately.,python_cache,,risk_rules,Do not delete now; confirm and remove only after human approval.
05_scripts/__pycache__/risk_calculator.cpython-313.pyc,DELETE_CANDIDATE,Generated local cache/OS metadata; safe deletion should be confirmed separately.,python_cache,,risk_rules,Do not delete now; confirm and remove only after human approval.
05_scripts/__pycache__/run_phase2q_paper_risk_calculator.cpython-313.pyc,DELETE_CANDIDATE,Generated local cache/OS metadata; safe deletion should be confirmed separately.,python_cache,phase2q,risk_rules,Do not delete now; confirm and remove only after human approval.
05_scripts/__pycache__/run_phase4a_weekly_real_position_review.cpython-313.pyc,DELETE_CANDIDATE,Generated local cache/OS metadata; safe deletion should be confirmed separately.,python_cache,phase4a,real_positions;weekly_reviews,Do not delete now; confirm and remove only after human approval.
05_scripts/__pycache__/score_phase2e_candidates.cpython-312.pyc,DELETE_CANDIDATE,Generated local cache/OS metadata; safe deletion should be confirmed separately.,python_cache,phase2e,,Do not delete now; confirm and remove only after human approval.
05_scripts/__pycache__/score_phase2f_memos.cpython-312.pyc,DELETE_CANDIDATE,Generated local cache/OS metadata; safe deletion should be confirmed separately.,python_cache,phase2f,,Do not delete now; confirm and remove only after human approval.
05_scripts/__pycache__/score_phase2k_peer_data_quality.cpython-313.pyc,DELETE_CANDIDATE,Generated local cache/OS metadata; safe deletion should be confirmed separately.,python_cache,phase2k,,Do not delete now; confirm and remove only after human approval.
05_scripts/__pycache__/screen_universe.cpython-312.pyc,DELETE_CANDIDATE,Generated local cache/OS metadata; safe deletion should be confirmed separately.,python_cache,,,Do not delete now; confirm and remove only after human approval.
05_scripts/__pycache__/screen_universe.cpython-313.pyc,DELETE_CANDIDATE,Generated local cache/OS metadata; safe deletion should be confirmed separately.,python_cache,,,Do not delete now; confirm and remove only after human approval.
05_scripts/__pycache__/synthesize_phase2i_human_notes.cpython-313.pyc,DELETE_CANDIDATE,Generated local cache/OS metadata; safe deletion should be confirmed separately.,python_cache,phase2i,,Do not delete now; confirm and remove only after human approval.
05_scripts/__pycache__/update_sec_filings.cpython-312.pyc,DELETE_CANDIDATE,Generated local cache/OS metadata; safe deletion should be confirmed separately.,python_cache,,,Do not delete now; confirm and remove only after human approval.
05_scripts/__pycache__/update_sec_filings.cpython-313.pyc,DELETE_CANDIDATE,Generated local cache/OS metadata; safe deletion should be confirmed separately.,python_cache,,,Do not delete now; confirm and remove only after human approval.
05_scripts/__pycache__/validate_manual_market_data.cpython-312.pyc,DELETE_CANDIDATE,Generated local cache/OS metadata; safe deletion should be confirmed separately.,python_cache,,,Do not delete now; confirm and remove only after human approval.
05_scripts/__pycache__/validate_phase2o_manual_chart_review.cpython-313.pyc,DELETE_CANDIDATE,Generated local cache/OS metadata; safe deletion should be confirmed separately.,python_cache,phase2o,,Do not delete now; confirm and remove only after human approval.
05_scripts/__pycache__/validate_phase2q_manual_execution_inputs.cpython-313.pyc,DELETE_CANDIDATE,Generated local cache/OS metadata; safe deletion should be confirmed separately.,python_cache,phase2q,,Do not delete now; confirm and remove only after human approval.
05_scripts/audit_phase3a_real_position_structure.py,NEEDS_HUMAN_REVIEW,Touches real positions or trade logs; review before migration or cleanup.,python_script,phase2;phase2p;phase2q;phase2r;phase2s;phase3;phase3a,real_positions;risk_rules;weekly_reviews;trade_logs,"Human must confirm sensitivity/current use before migration, archiving, or deletion."
05_scripts/audit_phase3c_agent_restructure.py,NEEDS_HUMAN_REVIEW,Touches real positions or trade logs; review before migration or cleanup.,python_script,phase0;phase2;phase2n;phase2p;phase2q;phase2r;phase3;phase3a;phase3b;phase3c;phase4;phase4a;phase4b;phase5,real_positions;risk_rules;email_drafts;sec_alerts;weekly_reviews;trade_logs,"Human must confirm sensitivity/current use before migration, archiving, or deletion."
05_scripts/calculate_phase3b_real_risk.py,NEEDS_HUMAN_REVIEW,Touches real positions or trade logs; review before migration or cleanup.,python_script,phase3b,real_positions;risk_rules,"Human must confirm sensitivity/current use before migration, archiving, or deletion."
05_scripts/check_phase4a_sec_filing_alerts.py,NEEDS_HUMAN_REVIEW,Touches real positions or trade logs; review before migration or cleanup.,python_script,phase4a,real_positions;sec_alerts;weekly_reviews,"Human must confirm sensitivity/current use before migration, archiving, or deletion."
05_scripts/collect_phase2k_peer_data.py,MIGRATE,Phase-specific script may be reusable but should move into canonical scripts/archive structure.,python_script,phase2j;phase2k;phase2l,,Map to canonical destination; move only in a later approved phase.
05_scripts/create_phase2h_manual_review_worksheets.py,MIGRATE,Phase-specific script may be reusable but should move into canonical scripts/archive structure.,python_script,phase2f;phase2g;phase2h,,Map to canonical destination; move only in a later approved phase.
05_scripts/create_phase2j_scenario_peer_workpapers.py,MIGRATE,Phase-specific script may be reusable but should move into canonical scripts/archive structure.,python_script,phase2f;phase2h;phase2i;phase2j;phase2k,,Map to canonical destination; move only in a later approved phase.
05_scripts/create_phase2l_valuation_earnings_workpapers.py,MIGRATE,Phase-specific script may be reusable but should move into canonical scripts/archive structure.,python_script,phase2e1;phase2h;phase2i;phase2j;phase2k;phase2l;phase2m,risk_rules,Map to canonical destination; move only in a later approved phase.
05_scripts/create_phase2m_research_decision_review.py,MIGRATE,Phase-specific script may be reusable but should move into canonical scripts/archive structure.,python_script,phase2f;phase2i;phase2j;phase2k;phase2l;phase2m;phase2n,risk_rules,Map to canonical destination; move only in a later approved phase.
05_scripts/create_phase2n_paper_plan_drafts.py,MIGRATE,Phase-specific script may be reusable but should move into canonical scripts/archive structure.,python_script,phase2i;phase2j;phase2k;phase2l;phase2m;phase2n;phase2o,risk_rules,Map to canonical destination; move only in a later approved phase.
05_scripts/create_phase2o_paper_execution_readiness.py,NEEDS_HUMAN_REVIEW,Touches real positions or trade logs; review before migration or cleanup.,python_script,phase2e1;phase2l;phase2n;phase2o;phase2p,risk_rules;trade_logs,"Human must confirm sensitivity/current use before migration, archiving, or deletion."
05_scripts/create_phase2p_paper_execution_log_setup.py,NEEDS_HUMAN_REVIEW,Touches real positions or trade logs; review before migration or cleanup.,python_script,phase2n;phase2o;phase2o1b;phase2p;phase2q,risk_rules;trade_logs,"Human must confirm sensitivity/current use before migration, archiving, or deletion."
05_scripts/create_phase2q_execution_decision_gate.py,NEEDS_HUMAN_REVIEW,Touches real positions or trade logs; review before migration or cleanup.,python_script,phase2n;phase2o;phase2p;phase2q;phase2r,risk_rules;trade_logs,"Human must confirm sensitivity/current use before migration, archiving, or deletion."
05_scripts/create_phase2r_paper_execution_log.py,NEEDS_HUMAN_REVIEW,Touches real positions or trade logs; review before migration or cleanup.,python_script,phase2e1;phase2n;phase2o;phase2p;phase2q;phase2r;phase2s,risk_rules;weekly_reviews;trade_logs,"Human must confirm sensitivity/current use before migration, archiving, or deletion."
05_scripts/create_phase3b_real_position_log.py,NEEDS_HUMAN_REVIEW,Touches real positions or trade logs; review before migration or cleanup.,python_script,phase2q;phase2r;phase3a;phase3b;phase3c,real_positions;risk_rules;weekly_reviews;trade_logs,"Human must confirm sensitivity/current use before migration, archiving, or deletion."
