source_path,reason,touch_categories,phase0c_decision,sensitivity,legacy_quarantine_status,blocks_archive_cleanup,notes
03_research/scenario_peer_work_phase2j/IOT_scenario_workpaper.md,listed_in_phase0c_legacy_quarantine_plan; phase0c_decision=ARCHIVE_EVIDENCE_AFTER_APPROVAL,,ARCHIVE_EVIDENCE_AFTER_APPROVAL,LOW,yes,no,Preserved in place during Phase 0E; no copy/move/delete performed.
03_research/scenario_peer_work_phase2j/RBRK_peer_framework.md,listed_in_phase0c_legacy_quarantine_plan; phase0c_decision=ARCHIVE_EVIDENCE_AFTER_APPROVAL,,ARCHIVE_EVIDENCE_AFTER_APPROVAL,LOW,yes,no,Preserved in place during Phase 0E; no copy/move/delete performed.
03_research/scenario_peer_work_phase2j/RBRK_scenario_workpaper.md,listed_in_phase0c_legacy_quarantine_plan; phase0c_decision=ARCHIVE_EVIDENCE_AFTER_APPROVAL,,ARCHIVE_EVIDENCE_AFTER_APPROVAL,LOW,yes,no,Preserved in place during Phase 0E; no copy/move/delete performed.
03_research/sector_frameworks/ai_infrastructure_framework.md,phase0c_decision=ALLOW_AFTER_REVIEW,,ALLOW_AFTER_REVIEW,LOW,no,yes,Preserved in place during Phase 0E; no copy/move/delete performed.
03_research/sector_frameworks/biotech_framework.md,listed_in_phase0c_legacy_quarantine_plan; phase0c_decision=ARCHIVE_EVIDENCE_AFTER_APPROVAL,,ARCHIVE_EVIDENCE_AFTER_APPROVAL,LOW,yes,no,Preserved in place during Phase 0E; no copy/move/delete performed.
03_research/sector_frameworks/clean_tech_framework.md,phase0c_decision=ALLOW_AFTER_REVIEW,,ALLOW_AFTER_REVIEW,LOW,no,yes,Preserved in place during Phase 0E; no copy/move/delete performed.
03_research/sector_frameworks/semiconductor_framework.md,phase0c_decision=ALLOW_AFTER_REVIEW,,ALLOW_AFTER_REVIEW,LOW,no,yes,Preserved in place during Phase 0E; no copy/move/delete performed.
03_research/triage_notes/ACMR_triage_note.md,listed_in_phase0c_legacy_quarantine_plan; phase0c_decision=ARCHIVE_EVIDENCE_AFTER_APPROVAL,,ARCHIVE_EVIDENCE_AFTER_APPROVAL,LOW,yes,no,Preserved in place during Phase 0E; no copy/move/delete performed.
03_research/triage_notes/ALAB_triage_note.md,listed_in_phase0c_legacy_quarantine_plan; phase0c_decision=ARCHIVE_EVIDENCE_AFTER_APPROVAL,,ARCHIVE_EVIDENCE_AFTER_APPROVAL,LOW,yes,no,Preserved in place during Phase 0E; no copy/move/delete performed.
03_research/triage_notes/ARRY_triage_note.md,listed_in_phase0c_legacy_quarantine_plan; phase0c_decision=ARCHIVE_EVIDENCE_AFTER_APPROVAL,,ARCHIVE_EVIDENCE_AFTER_APPROVAL,LOW,yes,no,Preserved in place during Phase 0E; no copy/move/delete performed.
03_research/triage_notes/CRSP_triage_note.md,listed_in_phase0c_legacy_quarantine_plan; phase0c_decision=ARCHIVE_EVIDENCE_AFTER_APPROVAL,,ARCHIVE_EVIDENCE_AFTER_APPROVAL,LOW,yes,no,Preserved in place during Phase 0E; no copy/move/delete performed.
03_research/triage_notes/CRWV_triage_note.md,listed_in_phase0c_legacy_quarantine_plan; phase0c_decision=ARCHIVE_EVIDENCE_AFTER_APPROVAL,,ARCHIVE_EVIDENCE_AFTER_APPROVAL,LOW,yes,no,Preserved in place during Phase 0E; no copy/move/delete performed.
03_research/triage_notes/ENVX_triage_note.md,listed_in_phase0c_legacy_quarantine_plan; phase0c_decision=ARCHIVE_EVIDENCE_AFTER_APPROVAL,,ARCHIVE_EVIDENCE_AFTER_APPROVAL,LOW,yes,no,Preserved in place during Phase 0E; no copy/move/delete performed.
03_research/triage_notes/FLNC_triage_note.md,listed_in_phase0c_legacy_quarantine_plan; phase0c_decision=ARCHIVE_EVIDENCE_AFTER_APPROVAL,,ARCHIVE_EVIDENCE_AFTER_APPROVAL,LOW,yes,no,Preserved in place during Phase 0E; no copy/move/delete performed.
03_research/triage_notes/IOT_triage_note.md,listed_in_phase0c_legacy_quarantine_plan; phase0c_decision=ARCHIVE_EVIDENCE_AFTER_APPROVAL,,ARCHIVE_EVIDENCE_AFTER_APPROVAL,LOW,yes,no,Preserved in place during Phase 0E; no copy/move/delete performed.
03_research/triage_notes/NVTS_triage_note.md,listed_in_phase0c_legacy_quarantine_plan; phase0c_decision=ARCHIVE_EVIDENCE_AFTER_APPROVAL,,ARCHIVE_EVIDENCE_AFTER_APPROVAL,LOW,yes,no,Preserved in place during Phase 0E; no copy/move/delete performed.
03_research/triage_notes/RBRK_triage_note.md,listed_in_phase0c_legacy_quarantine_plan; phase0c_decision=ARCHIVE_EVIDENCE_AFTER_APPROVAL,,ARCHIVE_EVIDENCE_AFTER_APPROVAL,LOW,yes,no,Preserved in place during Phase 0E; no copy/move/delete performed.
03_research/triage_notes/RXRX_triage_note.md,listed_in_phase0c_legacy_quarantine_plan; phase0c_decision=ARCHIVE_EVIDENCE_AFTER_APPROVAL,,ARCHIVE_EVIDENCE_AFTER_APPROVAL,LOW,yes,no,Preserved in place during Phase 0E; no copy/move/delete performed.
03_research/triage_notes/TEM_triage_note.md,listed_in_phase0c_legacy_quarantine_plan; phase0c_decision=ARCHIVE_EVIDENCE_AFTER_APPROVAL,,ARCHIVE_EVIDENCE_AFTER_APPROVAL,LOW,yes,no,Preserved in place during Phase 0E; no copy/move/delete performed.
03_research/triage_notes_phase2e1/ACMR_phase2e1_note.md,listed_in_phase0c_legacy_quarantine_plan; phase0c_decision=ARCHIVE_EVIDENCE_AFTER_APPROVAL; touch_categories=risk_rules; sensitivity=MEDIUM,risk_rules,ARCHIVE_EVIDENCE_AFTER_APPROVAL,MEDIUM,yes,yes,Preserved in place during Phase 0E; no copy/move/delete performed.
03_research/triage_notes_phase2e1/ALAB_phase2e1_note.md,listed_in_phase0c_legacy_quarantine_plan; phase0c_decision=ARCHIVE_EVIDENCE_AFTER_APPROVAL; touch_categories=risk_rules; sensitivity=MEDIUM,risk_rules,ARCHIVE_EVIDENCE_AFTER_APPROVAL,MEDIUM,yes,yes,Preserved in place during Phase 0E; no copy/move/delete performed.
03_research/triage_notes_phase2e1/ARRY_phase2e1_note.md,listed_in_phase0c_legacy_quarantine_plan; phase0c_decision=ARCHIVE_EVIDENCE_AFTER_APPROVAL; touch_categories=risk_rules; sensitivity=MEDIUM,risk_rules,ARCHIVE_EVIDENCE_AFTER_APPROVAL,MEDIUM,yes,yes,Preserved in place during Phase 0E; no copy/move/delete performed.
03_research/triage_notes_phase2e1/CRSP_phase2e1_note.md,listed_in_phase0c_legacy_quarantine_plan; phase0c_decision=ARCHIVE_EVIDENCE_AFTER_APPROVAL; touch_categories=risk_rules; sensitivity=MEDIUM,risk_rules,ARCHIVE_EVIDENCE_AFTER_APPROVAL,MEDIUM,yes,yes,Preserved in place during Phase 0E; no copy/move/delete performed.
03_research/triage_notes_phase2e1/CRWV_phase2e1_note.md,listed_in_phase0c_legacy_quarantine_plan; phase0c_decision=ARCHIVE_EVIDENCE_AFTER_APPROVAL; touch_categories=risk_rules; sensitivity=MEDIUM,risk_rules,ARCHIVE_EVIDENCE_AFTER_APPROVAL,MEDIUM,yes,yes,Preserved in place during Phase 0E; no copy/move/delete performed.
03_research/triage_notes_phase2e1/ENVX_phase2e1_note.md,listed_in_phase0c_legacy_quarantine_plan; phase0c_decision=ARCHIVE_EVIDENCE_AFTER_APPROVAL,,ARCHIVE_EVIDENCE_AFTER_APPROVAL,LOW,yes,no,Preserved in place during Phase 0E; no copy/move/delete performed.
03_research/triage_notes_phase2e1/FLNC_phase2e1_note.md,listed_in_phase0c_legacy_quarantine_plan; phase0c_decision=ARCHIVE_EVIDENCE_AFTER_APPROVAL; touch_categories=risk_rules; sensitivity=MEDIUM,risk_rules,ARCHIVE_EVIDENCE_AFTER_APPROVAL,MEDIUM,yes,yes,Preserved in place during Phase 0E; no copy/move/delete performed.
03_research/triage_notes_phase2e1/IOT_phase2e1_note.md,listed_in_phase0c_legacy_quarantine_plan; phase0c_decision=ARCHIVE_EVIDENCE_AFTER_APPROVAL,,ARCHIVE_EVIDENCE_AFTER_APPROVAL,LOW,yes,no,Preserved in place during Phase 0E; no copy/move/delete performed.
03_research/triage_notes_phase2e1/NVTS_phase2e1_note.md,listed_in_phase0c_legacy_quarantine_plan; phase0c_decision=ARCHIVE_EVIDENCE_AFTER_APPROVAL; touch_categories=risk_rules; sensitivity=MEDIUM,risk_rules,ARCHIVE_EVIDENCE_AFTER_APPROVAL,MEDIUM,yes,yes,Preserved in place during Phase 0E; no copy/move/delete performed.
03_research/triage_notes_phase2e1/RBRK_phase2e1_note.md,listed_in_phase0c_legacy_quarantine_plan; phase0c_decision=ARCHIVE_EVIDENCE_AFTER_APPROVAL,,ARCHIVE_EVIDENCE_AFTER_APPROVAL,LOW,yes,no,Preserved in place during Phase 0E; no copy/move/delete performed.
03_research/triage_notes_phase2e1/RXRX_phase2e1_note.md,listed_in_phase0c_legacy_quarantine_plan; phase0c_decision=ARCHIVE_EVIDENCE_AFTER_APPROVAL; touch_categories=risk_rules; sensitivity=MEDIUM,risk_rules,ARCHIVE_EVIDENCE_AFTER_APPROVAL,MEDIUM,yes,yes,Preserved in place during Phase 0E; no copy/move/delete performed.
03_research/triage_notes_phase2e1/TEM_phase2e1_note.md,listed_in_phase0c_legacy_quarantine_plan; phase0c_decision=ARCHIVE_EVIDENCE_AFTER_APPROVAL; touch_categories=risk_rules; sensitivity=MEDIUM,risk_rules,ARCHIVE_EVIDENCE_AFTER_APPROVAL,MEDIUM,yes,yes,Preserved in place during Phase 0E; no copy/move/delete performed.
03_research/valuation_earnings_phase2l/IOT_next_earnings_checklist.md,listed_in_phase0c_legacy_quarantine_plan; phase0c_decision=ARCHIVE_EVIDENCE_AFTER_APPROVAL; touch_categories=risk_rules; sensitivity=MEDIUM,risk_rules,ARCHIVE_EVIDENCE_AFTER_APPROVAL,MEDIUM,yes,yes,Preserved in place during Phase 0E; no copy/move/delete performed.
03_research/valuation_earnings_phase2l/IOT_valuation_risk_workpaper.md,listed_in_phase0c_legacy_quarantine_plan; phase0c_decision=ARCHIVE_EVIDENCE_AFTER_APPROVAL,,ARCHIVE_EVIDENCE_AFTER_APPROVAL,LOW,yes,no,Preserved in place during Phase 0E; no copy/move/delete performed.
03_research/valuation_earnings_phase2l/RBRK_next_earnings_checklist.md,listed_in_phase0c_legacy_quarantine_plan; phase0c_decision=ARCHIVE_EVIDENCE_AFTER_APPROVAL; touch_categories=risk_rules; sensitivity=MEDIUM,risk_rules,ARCHIVE_EVIDENCE_AFTER_APPROVAL,MEDIUM,yes,yes,Preserved in place during Phase 0E; no copy/move/delete performed.
03_research/valuation_earnings_phase2l/RBRK_valuation_risk_workpaper.md,listed_in_phase0c_legacy_quarantine_plan; phase0c_decision=ARCHIVE_EVIDENCE_AFTER_APPROVAL,,ARCHIVE_EVIDENCE_AFTER_APPROVAL,LOW,yes,no,Preserved in place during Phase 0E; no copy/move/delete performed.
03_research/weekly_review_agent_phase4a/IOT_weekly_review_note.md,listed_in_phase0c_legacy_quarantine_plan; phase0c_decision=LEGACY_QUARANTINE; touch_categories=real_positions;sec_alerts;weekly_reviews;risk_rules; sensitivity=HIGH; path_or_name_matches_sensitive_surface,real_positions;sec_alerts;weekly_reviews;risk_rules,LEGACY_QUARANTINE,HIGH,yes,yes,Preserved in place during Phase 0E; no copy/move/delete performed.
03_research/weekly_review_agent_phase4a/RBRK_weekly_review_note.md,listed_in_phase0c_legacy_quarantine_plan; phase0c_decision=LEGACY_QUARANTINE; touch_categories=real_positions;sec_alerts;weekly_reviews;risk_rules; sensitivity=HIGH; path_or_name_matches_sensitive_surface,real_positions;sec_alerts;weekly_reviews;risk_rules,LEGACY_QUARANTINE,HIGH,yes,yes,Preserved in place during Phase 0E; no copy/move/delete performed.
04_data/phase2b_candidate_screening_results.csv,listed_in_phase0c_legacy_quarantine_plan; phase0c_decision=ARCHIVE_EVIDENCE_AFTER_APPROVAL,,ARCHIVE_EVIDENCE_AFTER_APPROVAL,LOW,yes,no,Preserved in place during Phase 0E; no copy/move/delete performed.
04_data/phase2e1_8k_dilution_review.csv,listed_in_phase0c_legacy_quarantine_plan; phase0c_decision=ARCHIVE_EVIDENCE_AFTER_APPROVAL,,ARCHIVE_EVIDENCE_AFTER_APPROVAL,LOW,yes,no,Preserved in place during Phase 0E; no copy/move/delete performed.
04_data/phase2e1_manual_market_data_README.md,listed_in_phase0c_legacy_quarantine_plan; phase0c_decision=ARCHIVE_EVIDENCE_AFTER_APPROVAL,,ARCHIVE_EVIDENCE_AFTER_APPROVAL,LOW,yes,no,Preserved in place during Phase 0E; no copy/move/delete performed.
04_data/phase2e1_manual_market_data_filled.csv,listed_in_phase0c_legacy_quarantine_plan; phase0c_decision=ARCHIVE_EVIDENCE_AFTER_APPROVAL,,ARCHIVE_EVIDENCE_AFTER_APPROVAL,LOW,yes,no,Preserved in place during Phase 0E; no copy/move/delete performed.
04_data/phase2e1_manual_market_data_template.csv,listed_in_phase0c_legacy_quarantine_plan; phase0c_decision=ARCHIVE_EVIDENCE_AFTER_APPROVAL,,ARCHIVE_EVIDENCE_AFTER_APPROVAL,LOW,yes,no,Preserved in place during Phase 0E; no copy/move/delete performed.
04_data/phase2e1_manual_market_data_validated.csv,listed_in_phase0c_legacy_quarantine_plan; phase0c_decision=ARCHIVE_EVIDENCE_AFTER_APPROVAL,,ARCHIVE_EVIDENCE_AFTER_APPROVAL,LOW,yes,no,Preserved in place during Phase 0E; no copy/move/delete performed.
04_data/phase2e1_rescored_candidates.csv,listed_in_phase0c_legacy_quarantine_plan; phase0c_decision=ARCHIVE_EVIDENCE_AFTER_APPROVAL,,ARCHIVE_EVIDENCE_AFTER_APPROVAL,LOW,yes,no,Preserved in place during Phase 0E; no copy/move/delete performed.
04_data/phase2e_financial_enrichment.csv,listed_in_phase0c_legacy_quarantine_plan; phase0c_decision=ARCHIVE_EVIDENCE_AFTER_APPROVAL,,ARCHIVE_EVIDENCE_AFTER_APPROVAL,LOW,yes,no,Preserved in place during Phase 0E; no copy/move/delete performed.
04_data/phase2e_first_triage_scores.csv,listed_in_phase0c_legacy_quarantine_plan; phase0c_decision=ARCHIVE_EVIDENCE_AFTER_APPROVAL,,ARCHIVE_EVIDENCE_AFTER_APPROVAL,LOW,yes,no,Preserved in place during Phase 0E; no copy/move/delete performed.
04_data/phase2f_memo_scores.csv,listed_in_phase0c_legacy_quarantine_plan; phase0c_decision=ARCHIVE_EVIDENCE_AFTER_APPROVAL,,ARCHIVE_EVIDENCE_AFTER_APPROVAL,LOW,yes,no,Preserved in place during Phase 0E; no copy/move/delete performed.
04_data/phase2g_review_labels.csv,listed_in_phase0c_legacy_quarantine_plan; phase0c_decision=ARCHIVE_EVIDENCE_AFTER_APPROVAL,,ARCHIVE_EVIDENCE_AFTER_APPROVAL,LOW,yes,no,Preserved in place during Phase 0E; no copy/move/delete performed.
04_data/phase2i_evidence_gap_matrix.csv,listed_in_phase0c_legacy_quarantine_plan; phase0c_decision=ARCHIVE_EVIDENCE_AFTER_APPROVAL,,ARCHIVE_EVIDENCE_AFTER_APPROVAL,LOW,yes,no,Preserved in place during Phase 0E; no copy/move/delete performed.
04_data/phase2i_synthesis_labels.csv,listed_in_phase0c_legacy_quarantine_plan; phase0c_decision=ARCHIVE_EVIDENCE_AFTER_APPROVAL,,ARCHIVE_EVIDENCE_AFTER_APPROVAL,LOW,yes,no,Preserved in place during Phase 0E; no copy/move/delete performed.
04_data/phase2j_scenario_peer_labels.csv,listed_in_phase0c_legacy_quarantine_plan; phase0c_decision=ARCHIVE_EVIDENCE_AFTER_APPROVAL,,ARCHIVE_EVIDENCE_AFTER_APPROVAL,LOW,yes,no,Preserved in place during Phase 0E; no copy/move/delete performed.
04_data/phase2k_peer_data.csv,listed_in_phase0c_legacy_quarantine_plan; phase0c_decision=ARCHIVE_EVIDENCE_AFTER_APPROVAL,,ARCHIVE_EVIDENCE_AFTER_APPROVAL,LOW,yes,no,Preserved in place during Phase 0E; no copy/move/delete performed.
04_data/phase2k_peer_data_quality.csv,listed_in_phase0c_legacy_quarantine_plan; phase0c_decision=ARCHIVE_EVIDENCE_AFTER_APPROVAL,,ARCHIVE_EVIDENCE_AFTER_APPROVAL,LOW,yes,no,Preserved in place during Phase 0E; no copy/move/delete performed.
04_data/phase2l_valuation_earnings_labels.csv,listed_in_phase0c_legacy_quarantine_plan; phase0c_decision=ARCHIVE_EVIDENCE_AFTER_APPROVAL,,ARCHIVE_EVIDENCE_AFTER_APPROVAL,LOW,yes,no,Preserved in place during Phase 0E; no copy/move/delete performed.
04_data/phase2m_research_decision_labels.csv,listed_in_phase0c_legacy_quarantine_plan; phase0c_decision=ARCHIVE_EVIDENCE_AFTER_APPROVAL,,ARCHIVE_EVIDENCE_AFTER_APPROVAL,LOW,yes,no,Preserved in place during Phase 0E; no copy/move/delete performed.
04_data/phase2n_paper_plan_draft_labels.csv,listed_in_phase0c_legacy_quarantine_plan; phase0c_decision=ARCHIVE_EVIDENCE_AFTER_APPROVAL; touch_categories=risk_rules; sensitivity=MEDIUM,risk_rules,ARCHIVE_EVIDENCE_AFTER_APPROVAL,MEDIUM,yes,yes,Preserved in place during Phase 0E; no copy/move/delete performed.
04_data/phase2n_paper_plan_risk_template.csv,listed_in_phase0c_legacy_quarantine_plan; phase0c_decision=ARCHIVE_EVIDENCE_AFTER_APPROVAL; touch_categories=risk_rules; sensitivity=MEDIUM,risk_rules,ARCHIVE_EVIDENCE_AFTER_APPROVAL,MEDIUM,yes,yes,Preserved in place during Phase 0E; no copy/move/delete performed.
04_data/phase2o_manual_chart_review_filled.csv,listed_in_phase0c_legacy_quarantine_plan; phase0c_decision=ARCHIVE_EVIDENCE_AFTER_APPROVAL,,ARCHIVE_EVIDENCE_AFTER_APPROVAL,LOW,yes,no,Preserved in place during Phase 0E; no copy/move/delete performed.
04_data/phase2o_manual_chart_review_validated.csv,listed_in_phase0c_legacy_quarantine_plan; phase0c_decision=ARCHIVE_EVIDENCE_AFTER_APPROVAL,,ARCHIVE_EVIDENCE_AFTER_APPROVAL,LOW,yes,no,Preserved in place during Phase 0E; no copy/move/delete performed.
04_data/phase2o_paper_execution_readiness.csv,listed_in_phase0c_legacy_quarantine_plan; phase0c_decision=LEGACY_QUARANTINE; touch_categories=trade_logs;risk_rules; sensitivity=HIGH,trade_logs;risk_rules,LEGACY_QUARANTINE,HIGH,yes,yes,Preserved in place during Phase 0E; no copy/move/delete performed.
04_data/phase2p_human_signoff_template.csv,listed_in_phase0c_legacy_quarantine_plan; phase0c_decision=ARCHIVE_EVIDENCE_AFTER_APPROVAL; touch_categories=risk_rules; sensitivity=MEDIUM,risk_rules,ARCHIVE_EVIDENCE_AFTER_APPROVAL,MEDIUM,yes,yes,Preserved in place during Phase 0E; no copy/move/delete performed.
04_data/phase2p_paper_execution_log.csv,listed_in_phase0c_legacy_quarantine_plan; phase0c_decision=LEGACY_QUARANTINE; touch_categories=trade_logs;risk_rules; sensitivity=HIGH,trade_logs;risk_rules,LEGACY_QUARANTINE,HIGH,yes,yes,Preserved in place during Phase 0E; no copy/move/delete performed.
04_data/phase2p_risk_calculator_inputs.csv,listed_in_phase0c_legacy_quarantine_plan; phase0c_decision=ARCHIVE_EVIDENCE_AFTER_APPROVAL; touch_categories=risk_rules; sensitivity=MEDIUM,risk_rules,ARCHIVE_EVIDENCE_AFTER_APPROVAL,MEDIUM,yes,yes,Preserved in place during Phase 0E; no copy/move/delete performed.
04_data/phase2q_execution_decision.csv,listed_in_phase0c_legacy_quarantine_plan; phase0c_decision=ARCHIVE_EVIDENCE_AFTER_APPROVAL,,ARCHIVE_EVIDENCE_AFTER_APPROVAL,LOW,yes,no,Preserved in place during Phase 0E; no copy/move/delete performed.
04_data/phase2q_manual_execution_inputs_filled.xlsx,listed_in_phase0c_legacy_quarantine_plan; phase0c_decision=ARCHIVE_EVIDENCE_AFTER_APPROVAL,,ARCHIVE_EVIDENCE_AFTER_APPROVAL,LOW,yes,no,Preserved in place during Phase 0E; no copy/move/delete performed.
04_data/phase2q_manual_execution_inputs_filled_normalized.csv,listed_in_phase0c_legacy_quarantine_plan; phase0c_decision=ARCHIVE_EVIDENCE_AFTER_APPROVAL,,ARCHIVE_EVIDENCE_AFTER_APPROVAL,LOW,yes,no,Preserved in place during Phase 0E; no copy/move/delete performed.
04_data/phase2q_manual_execution_inputs_validated.csv,listed_in_phase0c_legacy_quarantine_plan; phase0c_decision=ARCHIVE_EVIDENCE_AFTER_APPROVAL,,ARCHIVE_EVIDENCE_AFTER_APPROVAL,LOW,yes,no,Preserved in place during Phase 0E; no copy/move/delete performed.
04_data/phase2q_risk_calculator_results.csv,listed_in_phase0c_legacy_quarantine_plan; phase0c_decision=ARCHIVE_EVIDENCE_AFTER_APPROVAL; touch_categories=risk_rules; sensitivity=MEDIUM,risk_rules,ARCHIVE_EVIDENCE_AFTER_APPROVAL,MEDIUM,yes,yes,Preserved in place during Phase 0E; no copy/move/delete performed.
04_data/phase2r_monitoring_checklist.csv,listed_in_phase0c_legacy_quarantine_plan; phase0c_decision=ARCHIVE_EVIDENCE_AFTER_APPROVAL,,ARCHIVE_EVIDENCE_AFTER_APPROVAL,LOW,yes,no,Preserved in place during Phase 0E; no copy/move/delete performed.
04_data/phase2r_open_paper_positions.csv,listed_in_phase0c_legacy_quarantine_plan; phase0c_decision=ARCHIVE_EVIDENCE_AFTER_APPROVAL,,ARCHIVE_EVIDENCE_AFTER_APPROVAL,LOW,yes,no,Preserved in place during Phase 0E; no copy/move/delete performed.
04_data/phase2r_paper_execution_log.csv,listed_in_phase0c_legacy_quarantine_plan; phase0c_decision=LEGACY_QUARANTINE; touch_categories=trade_logs; sensitivity=HIGH,trade_logs,LEGACY_QUARANTINE,HIGH,yes,yes,Preserved in place during Phase 0E; no copy/move/delete performed.
04_data/phase3a_real_position_audit.csv,listed_in_phase0c_legacy_quarantine_plan; phase0c_decision=LEGACY_QUARANTINE; touch_categories=real_positions; sensitivity=HIGH; path_or_name_matches_sensitive_surface,real_positions,LEGACY_QUARANTINE,HIGH,yes,yes,Preserved in place during Phase 0E; no copy/move/delete performed.
04_data/phase3a_structure_transition_checklist.csv,listed_in_phase0c_legacy_quarantine_plan; phase0c_decision=LEGACY_QUARANTINE; touch_categories=real_positions;trade_logs; sensitivity=HIGH,real_positions;trade_logs,LEGACY_QUARANTINE,HIGH,yes,yes,Preserved in place during Phase 0E; no copy/move/delete performed.
04_data/phase3b_real_position_input_template.csv,listed_in_phase0c_legacy_quarantine_plan; phase0c_decision=LEGACY_QUARANTINE; touch_categories=real_positions; sensitivity=HIGH; path_or_name_matches_sensitive_surface,real_positions,LEGACY_QUARANTINE,HIGH,yes,yes,Preserved in place during Phase 0E; no copy/move/delete performed.
04_data/phase3b_real_position_inputs_filled.csv,listed_in_phase0c_legacy_quarantine_plan; phase0c_decision=LEGACY_QUARANTINE; touch_categories=real_positions; sensitivity=HIGH; path_or_name_matches_sensitive_surface,real_positions,LEGACY_QUARANTINE,HIGH,yes,yes,Preserved in place during Phase 0E; no copy/move/delete performed.
04_data/phase3b_real_position_inputs_filled_normalized.csv,listed_in_phase0c_legacy_quarantine_plan; phase0c_decision=LEGACY_QUARANTINE; touch_categories=real_positions; sensitivity=HIGH; path_or_name_matches_sensitive_surface,real_positions,LEGACY_QUARANTINE,HIGH,yes,yes,Preserved in place during Phase 0E; no copy/move/delete performed.
04_data/phase3b_real_position_log.csv,listed_in_phase0c_legacy_quarantine_plan; phase0c_decision=LEGACY_QUARANTINE; touch_categories=real_positions; sensitivity=HIGH; path_or_name_matches_sensitive_surface,real_positions,LEGACY_QUARANTINE,HIGH,yes,yes,Preserved in place during Phase 0E; no copy/move/delete performed.
04_data/phase3b_real_position_risk_review.csv,listed_in_phase0c_legacy_quarantine_plan; phase0c_decision=LEGACY_QUARANTINE; touch_categories=real_positions;risk_rules; sensitivity=HIGH; path_or_name_matches_sensitive_surface,real_positions;risk_rules,LEGACY_QUARANTINE,HIGH,yes,yes,Preserved in place during Phase 0E; no copy/move/delete performed.
04_data/phase3b_real_risk_calculation.csv,listed_in_phase0c_legacy_quarantine_plan; phase0c_decision=LEGACY_QUARANTINE; touch_categories=real_positions; sensitivity=HIGH,real_positions,LEGACY_QUARANTINE,HIGH,yes,yes,Preserved in place during Phase 0E; no copy/move/delete performed.
04_data/phase3b_weekly_monitoring_checklist.csv,listed_in_phase0c_legacy_quarantine_plan; phase0c_decision=LEGACY_QUARANTINE; touch_categories=trade_logs;weekly_reviews; sensitivity=HIGH,trade_logs;weekly_reviews,LEGACY_QUARANTINE,HIGH,yes,yes,Preserved in place during Phase 0E; no copy/move/delete performed.
04_data/phase3c_restructure_action_items.csv,listed_in_phase0c_legacy_quarantine_plan; phase0c_decision=EXCLUDE_FROM_PHASE5R; touch_categories=real_positions;email_drafts;sec_alerts;weekly_reviews;risk_rules; sensitivity=HIGH,real_positions;email_drafts;sec_alerts;weekly_reviews;risk_rules,EXCLUDE_FROM_PHASE5R,HIGH,yes,yes,Preserved in place during Phase 0E; no copy/move/delete performed.
04_data/phase4a_weekly_action_labels.csv,listed_in_phase0c_legacy_quarantine_plan; phase0c_decision=LEGACY_QUARANTINE; touch_categories=weekly_reviews; sensitivity=MEDIUM,weekly_reviews,LEGACY_QUARANTINE,MEDIUM,yes,yes,Preserved in place during Phase 0E; no copy/move/delete performed.
04_data/phase4a_weekly_real_position_alerts.csv,listed_in_phase0c_legacy_quarantine_plan; phase0c_decision=LEGACY_QUARANTINE; touch_categories=real_positions;weekly_reviews; sensitivity=HIGH; path_or_name_matches_sensitive_surface,real_positions;weekly_reviews,LEGACY_QUARANTINE,HIGH,yes,yes,Preserved in place during Phase 0E; no copy/move/delete performed.
04_data/phase4a_weekly_review_run_log.csv,listed_in_phase0c_legacy_quarantine_plan; phase0c_decision=LEGACY_QUARANTINE; touch_categories=weekly_reviews; sensitivity=MEDIUM; path_or_name_matches_sensitive_surface,weekly_reviews,LEGACY_QUARANTINE,MEDIUM,yes,yes,Preserved in place during Phase 0E; no copy/move/delete performed.
04_data/phase4b_email_draft_metadata.csv,listed_in_phase0c_legacy_quarantine_plan; phase0c_decision=EXCLUDE_FROM_PHASE5R; touch_categories=email_drafts;risk_rules; sensitivity=HIGH; path_or_name_matches_sensitive_surface,email_drafts;risk_rules,EXCLUDE_FROM_PHASE5R,HIGH,yes,yes,Preserved in place during Phase 0E; no copy/move/delete performed.
04_data/phase4b_email_draft_run_log.csv,listed_in_phase0c_legacy_quarantine_plan; phase0c_decision=EXCLUDE_FROM_PHASE5R; touch_categories=real_positions;email_drafts;weekly_reviews; sensitivity=HIGH; path_or_name_matches_sensitive_surface,real_positions;email_drafts;weekly_reviews,EXCLUDE_FROM_PHASE5R,HIGH,yes,yes,Preserved in place during Phase 0E; no copy/move/delete performed.
04_data/phase5a_email_automation_action_items.csv,listed_in_phase0c_legacy_quarantine_plan; phase0c_decision=EXCLUDE_FROM_PHASE5R; touch_categories=email_drafts; sensitivity=HIGH; path_or_name_matches_sensitive_surface,email_drafts,EXCLUDE_FROM_PHASE5R,HIGH,yes,yes,Preserved in place during Phase 0E; no copy/move/delete performed.
04_data/phase5b_email_preflight_results.csv,listed_in_phase0c_legacy_quarantine_plan; phase0c_decision=EXCLUDE_FROM_PHASE5R; touch_categories=email_drafts; sensitivity=HIGH; path_or_name_matches_sensitive_surface,email_drafts,EXCLUDE_FROM_PHASE5R,HIGH,yes,yes,Preserved in place during Phase 0E; no copy/move/delete performed.
